DATAFLOW,LAST UPDATE,freq,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:NAMA_10R_3GDP(1.0),10/02/26 11:00:00,A,PPS_EU27_2020_HAB,FRY10,2022,23900,p,
ESTAT:NAMA_10R_3GDP(1.0),10/02/26 11:00:00,A,PPS_EU27_2020_HAB,FRY10,2023,25300,p,
ESTAT:NAMA_10R_3GDP(1.0),10/02/26 11:00:00,A,PPS_EU27_2020_HAB,FRY10,2024,26800,p,
ESTAT:NAMA_10R_3GDP(1.0),10/02/26 11:00:00,A,PPS_EU27_2020_HAB,IE051,2019,40300,,
ESTAT:NAMA_10R_3GDP(1.0),10/02/26 11:00:00,A,PPS_EU27_2020_HAB,IE051,2020,45400,,
ESTAT:NAMA_10R_3GDP(1.0),10/02/26 11:00:00,A,PPS_EU27_2020_HAB,IE051,2021,50400,,
ESTAT:NAMA_10R_3GDP(1.0),10/02/26 11:00:00,A,PPS_EU27_2020_HAB,IE051,2022,51800,,
ESTAT:NAMA_10R_3GDP(1.0),10/02/26 11:00:00,A,PPS_EU27_2020_HAB,IE051,2023,54200,,
ESTAT:NAMA_10R_3GDP(1.0),10/02/26 11:00:00,A,PPS_EU27_2020_HAB,IE051,2024,55200,e,
ESTAT:NAMA_10R_3GDP(1.0),10/02/26 11:00:00,A,PPS_EU27_2020_HAB,IT,2019,30300,,
ESTAT:NAMA_10R_3GDP(1.0),10/02/26 11:00:00,A,PPS_EU27_2020_HAB,IT,2020,28400,,
ESTAT:NAMA_10R_3GDP(1.0),10/02/26 11:00:00,A,PPS_EU27_2020_HAB,IT,2021,31800,,
ESTAT:NAMA_10R_3GDP(1.0),10/02/26 11:00:00,A,PPS_EU27_2020_HAB,IT,2022,35300,,
ESTAT:NAMA_10R_3GDP(1.0),10/02/26 11:00:00,A,PPS_EU27_2020_HAB,IT,2023,37700,,
ESTAT:NAMA_10R_3GDP(1.0),10/02/26 11:00:00,A,PPS_EU27_2020_HAB,IT,2024,39000,,
