STRUCTURE,STRUCTURE_ID,ACTION,REF_AREA: Reference area,MEASURE: Measure,UNIT_MEASURE: Unit of measure,TRANSFORMATION: Transformation,ADJUSTMENT: Adjustment,SEX: Sex,AGE: Age,ACTIVITY: Economic activity,FREQ: Frequency of observation,TIME_PERIOD: Time period,OBS_VALUE: Observation value,BASE_PER: Base period,OBS_STATUS: Observation status,UNIT_MULT: Unit multiplier,DECIMALS: Decimals
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_UNE_M(1.0),I,LUX: Luxembourg,UNE_LF_M: Monthly unemployment rate,PT_LF_SUB: Percentage of labour force in the same subgroup,_Z: Not applicable,Y: Calendar and seasonally adjusted,_T: Total,Y_GE15: 15 years or over,_Z: Not applicable,M: Monthly,2026-04,7.1,,A: Normal value,0: Units,1: One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_UNE_M(1.0),I,POL: Poland,UNE_LF_M: Monthly unemployment rate,PT_LF_SUB: Percentage of labour force in the same subgroup,_Z: Not applicable,Y: Calendar and seasonally adjusted,_T: Total,Y_GE15: 15 years or over,_Z: Not applicable,M: Monthly,2026-04,3.3,,A: Normal value,0: Units,1: One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_UNE_M(1.0),I,TUR: Türkiye,UNE_LF_M: Monthly unemployment rate,PT_LF_SUB: Percentage of labour force in the same subgroup,_Z: Not applicable,Y: Calendar and seasonally adjusted,_T: Total,Y_GE15: 15 years or over,_Z: Not applicable,M: Monthly,2026-04,8.2,,A: Normal value,0: Units,1: One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_UNE_M(1.0),I,EA: Euro area,UNE_LF_M: Monthly unemployment rate,PT_LF_SUB: Percentage of labour force in the same subgroup,_Z: Not applicable,Y: Calendar and seasonally adjusted,_T: Total,Y_GE15: 15 years or over,_Z: Not applicable,M: Monthly,2026-04,6.4,,A: Normal value,0: Units,1: One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_UNE_M(1.0),I,EU: European Union,UNE_LF_M: Monthly unemployment rate,PT_LF_SUB: Percentage of labour force in the same subgroup,_Z: Not applicable,Y: Calendar and seasonally adjusted,_T: Total,Y_GE15: 15 years or over,_Z: Not applicable,M: Monthly,2026-04,6.1,,A: Normal value,0: Units,1: One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_UNE_M(1.0),I,BGR: Bulgaria,UNE_LF_M: Monthly unemployment rate,PT_LF_SUB: Percentage of labour force in the same subgroup,_Z: Not applicable,Y: Calendar and seasonally adjusted,_T: Total,Y_GE15: 15 years or over,_Z: Not applicable,M: Monthly,2026-04,3.2,,A: Normal value,0: Units,1: One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_UNE_M(1.0),I,HRV: Croatia,UNE_LF_M: Monthly unemployment rate,PT_LF_SUB: Percentage of labour force in the same subgroup,_Z: Not applicable,Y: Calendar and seasonally adjusted,_T: Total,Y_GE15: 15 years or over,_Z: Not applicable,M: Monthly,2026-04,4.4,,A: Normal value,0: Units,1: One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_UNE_M(1.0),I,ROU: Romania,UNE_LF_M: Monthly unemployment rate,PT_LF_SUB: Percentage of labour force in the same subgroup,_Z: Not applicable,Y: Calendar and seasonally adjusted,_T: Total,Y_GE15: 15 years or over,_Z: Not applicable,M: Monthly,2026-04,6.8,,A: Normal value,0: Units,1: One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_UNE_M(1.0),I,AUT: Austria,UNE_LF_M: Monthly unemployment rate,PT_LF_SUB: Percentage of labour force in the same subgroup,_Z: Not applicable,Y: Calendar and seasonally adjusted,_T: Total,Y_GE15: 15 years or over,_Z: Not applicable,M: Monthly,2026-06,5.8,,A: Normal value,0: Units,1: One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_UNE_M(1.0),I,CZE: Czechia,UNE_LF_M: Monthly unemployment rate,PT_LF_SUB: Percentage of labour force in the same subgroup,_Z: Not applicable,Y: Calendar and seasonally adjusted,_T: Total,Y_GE15: 15 years or over,_Z: Not applicable,M: Monthly,2026-06,3.2,,A: Normal value,0: Units,1: One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_UNE_M(1.0),I,DNK: Denmark,UNE_LF_M: Monthly unemployment rate,PT_LF_SUB: Percentage of labour force in the same subgroup,_Z: Not applicable,Y: Calendar and seasonally adjusted,_T: Total,Y_GE15: 15 years or over,_Z: Not applicable,M: Monthly,2026-06,6.6,,A: Normal value,0: Units,1: One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_UNE_M(1.0),I,FRA: France,UNE_LF_M: Monthly unemployment rate,PT_LF_SUB: Percentage of labour force in the same subgroup,_Z: Not applicable,Y: Calendar and seasonally adjusted,_T: Total,Y_GE15: 15 years or over,_Z: Not applicable,M: Monthly,2026-06,8.3,,A: Normal value,0: Units,1: One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_UNE_M(1.0),I,DEU: Germany,UNE_LF_M: Monthly unemployment rate,PT_LF_SUB: Percentage of labour force in the same subgroup,_Z: Not applicable,Y: Calendar and seasonally adjusted,_T: Total,Y_GE15: 15 years or over,_Z: Not applicable,M: Monthly,2026-06,4,,A: Normal value,0: Units,1: One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_UNE_M(1.0),I,GRC: Greece,UNE_LF_M: Monthly unemployment rate,PT_LF_SUB: Percentage of labour force in the same subgroup,_Z: Not applicable,Y: Calendar and seasonally adjusted,_T: Total,Y_GE15: 15 years or over,_Z: Not applicable,M: Monthly,2026-06,8.1,,A: Normal value,0: Units,1: One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_UNE_M(1.0),I,ISL: Iceland,UNE_LF_M: Monthly unemployment rate,PT_LF_SUB: Percentage of labour force in the same subgroup,_Z: Not applicable,Y: Calendar and seasonally adjusted,_T: Total,Y_GE15: 15 years or over,_Z: Not applicable,M: Monthly,2026-06,5.7,,A: Normal value,0: Units,1: One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_UNE_M(1.0),I,ITA: Italy,UNE_LF_M: Monthly unemployment rate,PT_LF_SUB: Percentage of labour force in the same subgroup,_Z: Not applicable,Y: Calendar and seasonally adjusted,_T: Total,Y_GE15: 15 years or over,_Z: Not applicable,M: Monthly,2026-06,5.8,,A: Normal value,0: Units,1: One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_UNE_M(1.0),I,LVA: Latvia,UNE_LF_M: Monthly unemployment rate,PT_LF_SUB: Percentage of labour force in the same subgroup,_Z: Not applicable,Y: Calendar and seasonally adjusted,_T: Total,Y_GE15: 15 years or over,_Z: Not applicable,M: Monthly,2026-06,7.1,,A: Normal value,0: Units,1: One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_UNE_M(1.0),I,LTU: Lithuania,UNE_LF_M: Monthly unemployment rate,PT_LF_SUB: Percentage of labour force in the same subgroup,_Z: Not applicable,Y: Calendar and seasonally adjusted,_T: Total,Y_GE15: 15 years or over,_Z: Not applicable,M: Monthly,2026-06,6.2,,A: Normal value,0: Units,1: One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_UNE_M(1.0),I,NOR: Norway,UNE_LF_M: Monthly unemployment rate,PT_LF_SUB: Percentage of labour force in the same subgroup,_Z: Not applicable,Y: Calendar and seasonally adjusted,_T: Total,Y_GE15: 15 years or over,_Z: Not applicable,M: Monthly,2026-06,4.6,,A: Normal value,0: Units,1: One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_UNE_M(1.0),I,POL: Poland,UNE_LF_M: Monthly unemployment rate,PT_LF_SUB: Percentage of labour force in the same subgroup,_Z: Not applicable,Y: Calendar and seasonally adjusted,_T: Total,Y_GE15: 15 years or over,_Z: Not applicable,M: Monthly,2026-06,3.4,,A: Normal value,0: Units,1: One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_UNE_M(1.0),I,PRT: Portugal,UNE_LF_M: Monthly unemployment rate,PT_LF_SUB: Percentage of labour force in the same subgroup,_Z: Not applicable,Y: Calendar and seasonally adjusted,_T: Total,Y_GE15: 15 years or over,_Z: Not applicable,M: Monthly,2026-06,5.7,,A: Normal value,0: Units,1: One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_UNE_M(1.0),I,SVK: Slovak Republic,UNE_LF_M: Monthly unemployment rate,PT_LF_SUB: Percentage of labour force in the same subgroup,_Z: Not applicable,Y: Calendar and seasonally adjusted,_T: Total,Y_GE15: 15 years or over,_Z: Not applicable,M: Monthly,2026-06,5.7,,A: Normal value,0: Units,1: One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_UNE_M(1.0),I,EA: Euro area,UNE_LF_M: Monthly unemployment rate,PT_LF_SUB: Percentage of labour force in the same subgroup,_Z: Not applicable,Y: Calendar and seasonally adjusted,_T: Total,Y_GE15: 15 years or over,_Z: Not applicable,M: Monthly,2026-06,6.4,,A: Normal value,0: Units,1: One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_UNE_M(1.0),I,EU: European Union,UNE_LF_M: Monthly unemployment rate,PT_LF_SUB: Percentage of labour force in the same subgroup,_Z: Not applicable,Y: Calendar and seasonally adjusted,_T: Total,Y_GE15: 15 years or over,_Z: Not applicable,M: Monthly,2026-06,6.1,,A: Normal value,0: Units,1: One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_UNE_M(1.0),I,BGR: Bulgaria,UNE_LF_M: Monthly unemployment rate,PT_LF_SUB: Percentage of labour force in the same subgroup,_Z: Not applicable,Y: Calendar and seasonally adjusted,_T: Total,Y_GE15: 15 years or over,_Z: Not applicable,M: Monthly,2026-06,3.5,,A: Normal value,0: Units,1: One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_UNE_M(1.0),I,HRV: Croatia,UNE_LF_M: Monthly unemployment rate,PT_LF_SUB: Percentage of labour force in the same subgroup,_Z: Not applicable,Y: Calendar and seasonally adjusted,_T: Total,Y_GE15: 15 years or over,_Z: Not applicable,M: Monthly,2026-06,4.4,,A: Normal value,0: Units,1: One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_UNE_M(1.0),I,ROU: Romania,UNE_LF_M: Monthly unemployment rate,PT_LF_SUB: Percentage of labour force in the same subgroup,_Z: Not applicable,Y: Calendar and seasonally adjusted,_T: Total,Y_GE15: 15 years or over,_Z: Not applicable,M: Monthly,2026-06,6.8,,A: Normal value,0: Units,1: One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_UNE_M(1.0),I,AUT: Austria,UNE_LF_M: Monthly unemployment rate,PT_LF_SUB: Percentage of labour force in the same subgroup,_Z: Not applicable,Y: Calendar and seasonally adjusted,_T: Total,Y_GE15: 15 years or over,_Z: Not applicable,M: Monthly,2026-07,6.2,,A: Normal value,0: Units,1: One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_UNE_M(1.0),I,BEL: Belgium,UNE_LF_M: Monthly unemployment rate,PT_LF_SUB: Percentage of labour force in the same subgroup,_Z: Not applicable,Y: Calendar and seasonally adjusted,_T: Total,Y_GE15: 15 years or over,_Z: Not applicable,M: Monthly,2026-07,6,,A: Normal value,0: Units,1: One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_UNE_M(1.0),I,CZE: Czechia,UNE_LF_M: Monthly unemployment rate,PT_LF_SUB: Percentage of labour force in the same subgroup,_Z: Not applicable,Y: Calendar and seasonally adjusted,_T: Total,Y_GE15: 15 years or over,_Z: Not applicable,M: Monthly,2026-07,3.3,,A: Normal value,0: Units,1: One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_UNE_M(1.0),I,DNK: Denmark,UNE_LF_M: Monthly unemployment rate,PT_LF_SUB: Percentage of labour force in the same subgroup,_Z: Not applicable,Y: Calendar and seasonally adjusted,_T: Total,Y_GE15: 15 years or over,_Z: Not applicable,M: Monthly,2026-07,6.7,,A: Normal value,0: Units,1: One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_UNE_M(1.0),I,FIN: Finland,UNE_LF_M: Monthly unemployment rate,PT_LF_SUB: Percentage of labour force in the same subgroup,_Z: Not applicable,Y: Calendar and seasonally adjusted,_T: Total,Y_GE15: 15 years or over,_Z: Not applicable,M: Monthly,2026-07,10.5,,A: Normal value,0: Units,1: One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_UNE_M(1.0),I,FRA: France,UNE_LF_M: Monthly unemployment rate,PT_LF_SUB: Percentage of labour force in the same subgroup,_Z: Not applicable,Y: Calendar and seasonally adjusted,_T: Total,Y_GE15: 15 years or over,_Z: Not applicable,M: Monthly,2026-07,8.3,,A: Normal value,0: Units,1: One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_UNE_M(1.0),I,DEU: Germany,UNE_LF_M: Monthly unemployment rate,PT_LF_SUB: Percentage of labour force in the same subgroup,_Z: Not applicable,Y: Calendar and seasonally adjusted,_T: Total,Y_GE15: 15 years or over,_Z: Not applicable,M: Monthly,2026-07,4,,A: Normal value,0: Units,1: One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_UNE_M(1.0),I,GRC: Greece,UNE_LF_M: Monthly unemployment rate,PT_LF_SUB: Percentage of labour force in the same subgroup,_Z: Not applicable,Y: Calendar and seasonally adjusted,_T: Total,Y_GE15: 15 years or over,_Z: Not applicable,M: Monthly,2026-07,7.9,,A: Normal value,0: Units,1: One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_UNE_M(1.0),I,HUN: Hungary,UNE_LF_M: Monthly unemployment rate,PT_LF_SUB: Percentage of labour force in the same subgroup,_Z: Not applicable,Y: Calendar and seasonally adjusted,_T: Total,Y_GE15: 15 years or over,_Z: Not applicable,M: Monthly,2026-07,4.5,,A: Normal value,0: Units,1: One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_UNE_M(1.0),I,ISL: Iceland,UNE_LF_M: Monthly unemployment rate,PT_LF_SUB: Percentage of labour force in the same subgroup,_Z: Not applicable,Y: Calendar and seasonally adjusted,_T: Total,Y_GE15: 15 years or over,_Z: Not applicable,M: Monthly,2026-07,5.8,,A: Normal value,0: Units,1: One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_UNE_M(1.0),I,IRL: Ireland,UNE_LF_M: Monthly unemployment rate,PT_LF_SUB: Percentage of labour force in the same subgroup,_Z: Not applicable,Y: Calendar and seasonally adjusted,_T: Total,Y_GE15: 15 years or over,_Z: Not applicable,M: Monthly,2026-07,5.1,,A: Normal value,0: Units,1: One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_UNE_M(1.0),I,ITA: Italy,UNE_LF_M: Monthly unemployment rate,PT_LF_SUB: Percentage of labour force in the same subgroup,_Z: Not applicable,Y: Calendar and seasonally adjusted,_T: Total,Y_GE15: 15 years or over,_Z: Not applicable,M: Monthly,2026-07,5.8,,A: Normal value,0: Units,1: One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_UNE_M(1.0),I,JPN: Japan,UNE_LF_M: Monthly unemployment rate,PT_LF_SUB: Percentage of labour force in the same subgroup,_Z: Not applicable,Y: Calendar and seasonally adjusted,_T: Total,Y_GE15: 15 years or over,_Z: Not applicable,M: Monthly,2026-07,2.4,,A: Normal value,0: Units,1: One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_UNE_M(1.0),I,LVA: Latvia,UNE_LF_M: Monthly unemployment rate,PT_LF_SUB: Percentage of labour force in the same subgroup,_Z: Not applicable,Y: Calendar and seasonally adjusted,_T: Total,Y_GE15: 15 years or over,_Z: Not applicable,M: Monthly,2026-07,7.3,,A: Normal value,0: Units,1: One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_UNE_M(1.0),I,LTU: Lithuania,UNE_LF_M: Monthly unemployment rate,PT_LF_SUB: Percentage of labour force in the same subgroup,_Z: Not applicable,Y: Calendar and seasonally adjusted,_T: Total,Y_GE15: 15 years or over,_Z: Not applicable,M: Monthly,2026-07,6.2,,A: Normal value,0: Units,1: One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_UNE_M(1.0),I,LUX: Luxembourg,UNE_LF_M: Monthly unemployment rate,PT_LF_SUB: Percentage of labour force in the same subgroup,_Z: Not applicable,Y: Calendar and seasonally adjusted,_T: Total,Y_GE15: 15 years or over,_Z: Not applicable,M: Monthly,2026-07,7.1,,A: Normal value,0: Units,1: One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_UNE_M(1.0),I,NLD: Netherlands,UNE_LF_M: Monthly unemployment rate,PT_LF_SUB: Percentage of labour force in the same subgroup,_Z: Not applicable,Y: Calendar and seasonally adjusted,_T: Total,Y_GE15: 15 years or over,_Z: Not applicable,M: Monthly,2026-07,4,,A: Normal value,0: Units,1: One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_UNE_M(1.0),I,NOR: Norway,UNE_LF_M: Monthly unemployment rate,PT_LF_SUB: Percentage of labour force in the same subgroup,_Z: Not applicable,Y: Calendar and seasonally adjusted,_T: Total,Y_GE15: 15 years or over,_Z: Not applicable,M: Monthly,2026-07,4.2,,A: Normal value,0: Units,1: One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_UNE_M(1.0),I,POL: Poland,UNE_LF_M: Monthly unemployment rate,PT_LF_SUB: Percentage of labour force in the same subgroup,_Z: Not applicable,Y: Calendar and seasonally adjusted,_T: Total,Y_GE15: 15 years or over,_Z: Not applicable,M: Monthly,2026-07,3.4,,A: Normal value,0: Units,1: One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_UNE_M(1.0),I,PRT: Portugal,UNE_LF_M: Monthly unemployment rate,PT_LF_SUB: Percentage of labour force in the same subgroup,_Z: Not applicable,Y: Calendar and seasonally adjusted,_T: Total,Y_GE15: 15 years or over,_Z: Not applicable,M: Monthly,2026-07,5.7,,A: Normal value,0: Units,1: One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_UNE_M(1.0),I,SVK: Slovak Republic,UNE_LF_M: Monthly unemployment rate,PT_LF_SUB: Percentage of labour force in the same subgroup,_Z: Not applicable,Y: Calendar and seasonally adjusted,_T: Total,Y_GE15: 15 years or over,_Z: Not applicable,M: Monthly,2026-07,5.7,,A: Normal value,0: Units,1: One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_UNE_M(1.0),I,SVN: Slovenia,UNE_LF_M: Monthly unemployment rate,PT_LF_SUB: Percentage of labour force in the same subgroup,_Z: Not applicable,Y: Calendar and seasonally adjusted,_T: Total,Y_GE15: 15 years or over,_Z: Not applicable,M: Monthly,2026-07,3.5,,A: Normal value,0: Units,1: One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_UNE_M(1.0),I,ESP: Spain,UNE_LF_M: Monthly unemployment rate,PT_LF_SUB: Percentage of labour force in the same subgroup,_Z: Not applicable,Y: Calendar and seasonally adjusted,_T: Total,Y_GE15: 15 years or over,_Z: Not applicable,M: Monthly,2026-07,10,,A: Normal value,0: Units,1: One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_UNE_M(1.0),I,SWE: Sweden,UNE_LF_M: Monthly unemployment rate,PT_LF_SUB: Percentage of labour force in the same subgroup,_Z: Not applicable,Y: Calendar and seasonally adjusted,_T: Total,Y_GE15: 15 years or over,_Z: Not applicable,M: Monthly,2026-07,8.6,,A: Normal value,0: Units,1: One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_UNE_M(1.0),I,TUR: Türkiye,UNE_LF_M: Monthly unemployment rate,PT_LF_SUB: Percentage of labour force in the same subgroup,_Z: Not applicable,Y: Calendar and seasonally adjusted,_T: Total,Y_GE15: 15 years or over,_Z: Not applicable,M: Monthly,2026-07,8.1,,A: Normal value,0: Units,1: One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_UNE_M(1.0),I,EA: Euro area,UNE_LF_M: Monthly unemployment rate,PT_LF_SUB: Percentage of labour force in the same subgroup,_Z: Not applicable,Y: Calendar and seasonally adjusted,_T: Total,Y_GE15: 15 years or over,_Z: Not applicable,M: Monthly,2026-07,6.4,,A: Normal value,0: Units,1: One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_UNE_M(1.0),I,EU: European Union,UNE_LF_M: Monthly unemployment rate,PT_LF_SUB: Percentage of labour force in the same subgroup,_Z: Not applicable,Y: Calendar and seasonally adjusted,_T: Total,Y_GE15: 15 years or over,_Z: Not applicable,M: Monthly,2026-07,6.1,,A: Normal value,0: Units,1: One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_UNE_M(1.0),I,BGR: Bulgaria,UNE_LF_M: Monthly unemployment rate,PT_LF_SUB: Percentage of labour force in the same subgroup,_Z: Not applicable,Y: Calendar and seasonally adjusted,_T: Total,Y_GE15: 15 years or over,_Z: Not applicable,M: Monthly,2026-07,3.6,,A: Normal value,0: Units,1: One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_UNE_M(1.0),I,HRV: Croatia,UNE_LF_M: Monthly unemployment rate,PT_LF_SUB: Percentage of labour force in the same subgroup,_Z: Not applicable,Y: Calendar and seasonally adjusted,_T: Total,Y_GE15: 15 years or over,_Z: Not applicable,M: Monthly,2026-07,4.3,,A: Normal value,0: Units,1: One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_UNE_M(1.0),I,ROU: Romania,UNE_LF_M: Monthly unemployment rate,PT_LF_SUB: Percentage of labour force in the same subgroup,_Z: Not applicable,Y: Calendar and seasonally adjusted,_T: Total,Y_GE15: 15 years or over,_Z: Not applicable,M: Monthly,2026-07,6.4,,A: Normal value,0: Units,1: One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_UNE_M(1.0),I,EST: Estonia,UNE_LF_M: Monthly unemployment rate,PT_LF_SUB: Percentage of labour force in the same subgroup,_Z: Not applicable,Y: Calendar and seasonally adjusted,_T: Total,Y_GE15: 15 years or over,_Z: Not applicable,M: Monthly,2026-03,6.1,,A: Normal value,0: Units,1: One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_UNE_M(1.0),I,EST: Estonia,UNE_LF_M: Monthly unemployment rate,PT_LF_SUB: Percentage of labour force in the same subgroup,_Z: Not applicable,Y: Calendar and seasonally adjusted,_T: Total,Y_GE15: 15 years or over,_Z: Not applicable,M: Monthly,2026-04,6.3,,A: Normal value,0: Units,1: One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_UNE_M(1.0),I,EST: Estonia,UNE_LF_M: Monthly unemployment rate,PT_LF_SUB: Percentage of labour force in the same subgroup,_Z: Not applicable,Y: Calendar and seasonally adjusted,_T: Total,Y_GE15: 15 years or over,_Z: Not applicable,M: Monthly,2026-05,6.5,,A: Normal value,0: Units,1: One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_UNE_M(1.0),I,EST: Estonia,UNE_LF_M: Monthly unemployment rate,PT_LF_SUB: Percentage of labour force in the same subgroup,_Z: Not applicable,Y: Calendar and seasonally adjusted,_T: Total,Y_GE15: 15 years or over,_Z: Not applicable,M: Monthly,2026-06,6.9,,A: Normal value,0: Units,1: One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_UNE_M(1.0),I,EST: Estonia,UNE_LF_M: Monthly unemployment rate,PT_LF_SUB: Percentage of labour force in the same subgroup,_Z: Not applicable,Y: Calendar and seasonally adjusted,_T: Total,Y_GE15: 15 years or over,_Z: Not applicable,M: Monthly,2026-07,6.9,,A: Normal value,0: Units,1: One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_UNE_M(1.0),I,PRT: Portugal,UNE_LF_M: Monthly unemployment rate,PT_LF_SUB: Percentage of labour force in the same subgroup,_Z: Not applicable,Y: Calendar and seasonally adjusted,_T: Total,Y_GE15: 15 years or over,_Z: Not applicable,M: Monthly,2026-03,5.9,,A: Normal value,0: Units,1: One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_UNE_M(1.0),I,FIN: Finland,UNE_LF_M: Monthly unemployment rate,PT_LF_SUB: Percentage of labour force in the same subgroup,_Z: Not applicable,Y: Calendar and seasonally adjusted,_T: Total,Y_GE15: 15 years or over,_Z: Not applicable,M: Monthly,2026-05,10.8,,A: Normal value,0: Units,1: One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_UNE_M(1.0),I,IRL: Ireland,UNE_LF_M: Monthly unemployment rate,PT_LF_SUB: Percentage of labour force in the same subgroup,_Z: Not applicable,Y: Calendar and seasonally adjusted,_T: Total,Y_GE15: 15 years or over,_Z: Not applicable,M: Monthly,2026-05,4.9,,A: Normal value,0: Units,1: One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_UNE_M(1.0),I,SWE: Sweden,UNE_LF_M: Monthly unemployment rate,PT_LF_SUB: Percentage of labour force in the same subgroup,_Z: Not applicable,Y: Calendar and seasonally adjusted,_T: Total,Y_GE15: 15 years or over,_Z: Not applicable,M: Monthly,2026-03,9.3,,A: Normal value,0: Units,1: One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_UNE_M(1.0),I,BEL: Belgium,UNE_LF_M: Monthly unemployment rate,PT_LF_SUB: Percentage of labour force in the same subgroup,_Z: Not applicable,Y: Calendar and seasonally adjusted,_T: Total,Y_GE15: 15 years or over,_Z: Not applicable,M: Monthly,2026-05,6.3,,A: Normal value,0: Units,1: One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_UNE_M(1.0),I,HUN: Hungary,UNE_LF_M: Monthly unemployment rate,PT_LF_SUB: Percentage of labour force in the same subgroup,_Z: Not applicable,Y: Calendar and seasonally adjusted,_T: Total,Y_GE15: 15 years or over,_Z: Not applicable,M: Monthly,2026-05,4.4,,A: Normal value,0: Units,1: One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_UNE_M(1.0),I,NOR: Norway,UNE_LF_M: Monthly unemployment rate,PT_LF_SUB: Percentage of labour force in the same subgroup,_Z: Not applicable,Y: Calendar and seasonally adjusted,_T: Total,Y_GE15: 15 years or over,_Z: Not applicable,M: Monthly,2026-05,4.4,,A: Normal value,0: Units,1: One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_UNE_M(1.0),I,SWE: Sweden,UNE_LF_M: Monthly unemployment rate,PT_LF_SUB: Percentage of labour force in the same subgroup,_Z: Not applicable,Y: Calendar and seasonally adjusted,_T: Total,Y_GE15: 15 years or over,_Z: Not applicable,M: Monthly,2026-05,8.8,,A: Normal value,0: Units,1: One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_UNE_M(1.0),I,GRC: Greece,UNE_LF_M: Monthly unemployment rate,PT_LF_SUB: Percentage of labour force in the same subgroup,_Z: Not applicable,Y: Calendar and seasonally adjusted,_T: Total,Y_GE15: 15 years or over,_Z: Not applicable,M: Monthly,2026-03,10.3,,A: Normal value,0: Units,1: One
