STRUCTURE,STRUCTURE_ID,ACTION,REF_AREA: Reference area,MEASURE: Measure,UNIT_MEASURE: Unit of measure,TRANSFORMATION: Transformation,ADJUSTMENT: Adjustment,SEX: Sex,AGE: Age,ACTIVITY: Economic activity,FREQ: Frequency of observation,TIME_PERIOD: Time period,OBS_VALUE: Observation value,BASE_PER: Base period,OBS_STATUS: Observation status,UNIT_MULT: Unit multiplier,DECIMALS: Decimals
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_UNE_M(1.0),I,KOR: Korea,UNE_LF_M: Monthly unemployment rate,PT_LF_SUB: Percentage of labour force in the same subgroup,_Z: Not applicable,Y: Calendar and seasonally adjusted,_T: Total,Y_GE15: 15 years or over,_Z: Not applicable,M: Monthly,2026-04,2.8,,A: Normal value,0: Units,1: One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_UNE_M(1.0),I,KOR: Korea,UNE_LF_M: Monthly unemployment rate,PT_LF_SUB: Percentage of labour force in the same subgroup,_Z: Not applicable,Y: Calendar and seasonally adjusted,_T: Total,Y_GE15: 15 years or over,_Z: Not applicable,M: Monthly,2026-05,2.8,,A: Normal value,0: Units,1: One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_UNE_M(1.0),I,ESP: Spain,UNE_LF_M: Monthly unemployment rate,PT_LF_SUB: Percentage of labour force in the same subgroup,_Z: Not applicable,Y: Calendar and seasonally adjusted,_T: Total,Y_GE15: 15 years or over,_Z: Not applicable,M: Monthly,2026-03,10.3,,A: Normal value,0: Units,1: One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_UNE_M(1.0),I,BEL: Belgium,UNE_LF_M: Monthly unemployment rate,PT_LF_SUB: Percentage of labour force in the same subgroup,_Z: Not applicable,Y: Calendar and seasonally adjusted,_T: Total,Y_GE15: 15 years or over,_Z: Not applicable,M: Monthly,2026-03,6.2,,A: Normal value,0: Units,1: One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_UNE_M(1.0),I,LUX: Luxembourg,UNE_LF_M: Monthly unemployment rate,PT_LF_SUB: Percentage of labour force in the same subgroup,_Z: Not applicable,Y: Calendar and seasonally adjusted,_T: Total,Y_GE15: 15 years or over,_Z: Not applicable,M: Monthly,2026-03,7,,A: Normal value,0: Units,1: One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_UNE_M(1.0),I,SWE: Sweden,UNE_LF_M: Monthly unemployment rate,PT_LF_SUB: Percentage of labour force in the same subgroup,_Z: Not applicable,Y: Calendar and seasonally adjusted,_T: Total,Y_GE15: 15 years or over,_Z: Not applicable,M: Monthly,2026-04,8.5,,A: Normal value,0: Units,1: One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_UNE_M(1.0),I,NLD: Netherlands,UNE_LF_M: Monthly unemployment rate,PT_LF_SUB: Percentage of labour force in the same subgroup,_Z: Not applicable,Y: Calendar and seasonally adjusted,_T: Total,Y_GE15: 15 years or over,_Z: Not applicable,M: Monthly,2026-03,4,,A: Normal value,0: Units,1: One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_UNE_M(1.0),I,USA: United States,UNE_LF_M: Monthly unemployment rate,PT_LF_SUB: Percentage of labour force in the same subgroup,_Z: Not applicable,Y: Calendar and seasonally adjusted,_T: Total,Y_GE15: 15 years or over,_Z: Not applicable,M: Monthly,2026-03,4.3,,A: Normal value,0: Units,1: One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_UNE_M(1.0),I,USA: United States,UNE_LF_M: Monthly unemployment rate,PT_LF_SUB: Percentage of labour force in the same subgroup,_Z: Not applicable,Y: Calendar and seasonally adjusted,_T: Total,Y_GE15: 15 years or over,_Z: Not applicable,M: Monthly,2026-04,4.3,,A: Normal value,0: Units,1: One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_UNE_M(1.0),I,USA: United States,UNE_LF_M: Monthly unemployment rate,PT_LF_SUB: Percentage of labour force in the same subgroup,_Z: Not applicable,Y: Calendar and seasonally adjusted,_T: Total,Y_GE15: 15 years or over,_Z: Not applicable,M: Monthly,2026-05,4.3,,A: Normal value,0: Units,1: One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_UNE_M(1.0),I,JPN: Japan,UNE_LF_M: Monthly unemployment rate,PT_LF_SUB: Percentage of labour force in the same subgroup,_Z: Not applicable,Y: Calendar and seasonally adjusted,_T: Total,Y_GE15: 15 years or over,_Z: Not applicable,M: Monthly,2026-03,2.7,,A: Normal value,0: Units,1: One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_UNE_M(1.0),I,JPN: Japan,UNE_LF_M: Monthly unemployment rate,PT_LF_SUB: Percentage of labour force in the same subgroup,_Z: Not applicable,Y: Calendar and seasonally adjusted,_T: Total,Y_GE15: 15 years or over,_Z: Not applicable,M: Monthly,2026-04,2.5,,A: Normal value,0: Units,1: One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_UNE_M(1.0),I,JPN: Japan,UNE_LF_M: Monthly unemployment rate,PT_LF_SUB: Percentage of labour force in the same subgroup,_Z: Not applicable,Y: Calendar and seasonally adjusted,_T: Total,Y_GE15: 15 years or over,_Z: Not applicable,M: Monthly,2026-05,2.5,,A: Normal value,0: Units,1: One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_UNE_M(1.0),I,CAN: Canada,UNE_LF_M: Monthly unemployment rate,PT_LF_SUB: Percentage of labour force in the same subgroup,_Z: Not applicable,Y: Calendar and seasonally adjusted,_T: Total,Y_GE15: 15 years or over,_Z: Not applicable,M: Monthly,2026-03,6.7,,A: Normal value,0: Units,1: One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_UNE_M(1.0),I,CAN: Canada,UNE_LF_M: Monthly unemployment rate,PT_LF_SUB: Percentage of labour force in the same subgroup,_Z: Not applicable,Y: Calendar and seasonally adjusted,_T: Total,Y_GE15: 15 years or over,_Z: Not applicable,M: Monthly,2026-04,6.9,,A: Normal value,0: Units,1: One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_UNE_M(1.0),I,CAN: Canada,UNE_LF_M: Monthly unemployment rate,PT_LF_SUB: Percentage of labour force in the same subgroup,_Z: Not applicable,Y: Calendar and seasonally adjusted,_T: Total,Y_GE15: 15 years or over,_Z: Not applicable,M: Monthly,2026-05,6.6,,A: Normal value,0: Units,1: One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_UNE_M(1.0),I,DNK: Denmark,UNE_LF_M: Monthly unemployment rate,PT_LF_SUB: Percentage of labour force in the same subgroup,_Z: Not applicable,Y: Calendar and seasonally adjusted,_T: Total,Y_GE15: 15 years or over,_Z: Not applicable,M: Monthly,2026-03,6.7,,A: Normal value,0: Units,1: One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_UNE_M(1.0),I,FRA: France,UNE_LF_M: Monthly unemployment rate,PT_LF_SUB: Percentage of labour force in the same subgroup,_Z: Not applicable,Y: Calendar and seasonally adjusted,_T: Total,Y_GE15: 15 years or over,_Z: Not applicable,M: Monthly,2026-03,8.2,,A: Normal value,0: Units,1: One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_UNE_M(1.0),I,DEU: Germany,UNE_LF_M: Monthly unemployment rate,PT_LF_SUB: Percentage of labour force in the same subgroup,_Z: Not applicable,Y: Calendar and seasonally adjusted,_T: Total,Y_GE15: 15 years or over,_Z: Not applicable,M: Monthly,2026-03,3.9,,A: Normal value,0: Units,1: One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_UNE_M(1.0),I,IRL: Ireland,UNE_LF_M: Monthly unemployment rate,PT_LF_SUB: Percentage of labour force in the same subgroup,_Z: Not applicable,Y: Calendar and seasonally adjusted,_T: Total,Y_GE15: 15 years or over,_Z: Not applicable,M: Monthly,2026-03,5.1,,A: Normal value,0: Units,1: One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_UNE_M(1.0),I,ITA: Italy,UNE_LF_M: Monthly unemployment rate,PT_LF_SUB: Percentage of labour force in the same subgroup,_Z: Not applicable,Y: Calendar and seasonally adjusted,_T: Total,Y_GE15: 15 years or over,_Z: Not applicable,M: Monthly,2026-03,5.5,,A: Normal value,0: Units,1: One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_UNE_M(1.0),I,LVA: Latvia,UNE_LF_M: Monthly unemployment rate,PT_LF_SUB: Percentage of labour force in the same subgroup,_Z: Not applicable,Y: Calendar and seasonally adjusted,_T: Total,Y_GE15: 15 years or over,_Z: Not applicable,M: Monthly,2026-03,6.7,,A: Normal value,0: Units,1: One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_UNE_M(1.0),I,NOR: Norway,UNE_LF_M: Monthly unemployment rate,PT_LF_SUB: Percentage of labour force in the same subgroup,_Z: Not applicable,Y: Calendar and seasonally adjusted,_T: Total,Y_GE15: 15 years or over,_Z: Not applicable,M: Monthly,2026-03,4.8,,A: Normal value,0: Units,1: One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_UNE_M(1.0),I,POL: Poland,UNE_LF_M: Monthly unemployment rate,PT_LF_SUB: Percentage of labour force in the same subgroup,_Z: Not applicable,Y: Calendar and seasonally adjusted,_T: Total,Y_GE15: 15 years or over,_Z: Not applicable,M: Monthly,2026-03,3.1,,A: Normal value,0: Units,1: One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_UNE_M(1.0),I,EA: Euro area,UNE_LF_M: Monthly unemployment rate,PT_LF_SUB: Percentage of labour force in the same subgroup,_Z: Not applicable,Y: Calendar and seasonally adjusted,_T: Total,Y_GE15: 15 years or over,_Z: Not applicable,M: Monthly,2026-03,6.4,,A: Normal value,0: Units,1: One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_UNE_M(1.0),I,EU: European Union,UNE_LF_M: Monthly unemployment rate,PT_LF_SUB: Percentage of labour force in the same subgroup,_Z: Not applicable,Y: Calendar and seasonally adjusted,_T: Total,Y_GE15: 15 years or over,_Z: Not applicable,M: Monthly,2026-03,6.1,,A: Normal value,0: Units,1: One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_UNE_M(1.0),I,BGR: Bulgaria,UNE_LF_M: Monthly unemployment rate,PT_LF_SUB: Percentage of labour force in the same subgroup,_Z: Not applicable,Y: Calendar and seasonally adjusted,_T: Total,Y_GE15: 15 years or over,_Z: Not applicable,M: Monthly,2026-03,3,,A: Normal value,0: Units,1: One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_UNE_M(1.0),I,HRV: Croatia,UNE_LF_M: Monthly unemployment rate,PT_LF_SUB: Percentage of labour force in the same subgroup,_Z: Not applicable,Y: Calendar and seasonally adjusted,_T: Total,Y_GE15: 15 years or over,_Z: Not applicable,M: Monthly,2026-03,4.5,,A: Normal value,0: Units,1: One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_UNE_M(1.0),I,AUT: Austria,UNE_LF_M: Monthly unemployment rate,PT_LF_SUB: Percentage of labour force in the same subgroup,_Z: Not applicable,Y: Calendar and seasonally adjusted,_T: Total,Y_GE15: 15 years or over,_Z: Not applicable,M: Monthly,2026-05,6,,A: Normal value,0: Units,1: One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_UNE_M(1.0),I,CZE: Czechia,UNE_LF_M: Monthly unemployment rate,PT_LF_SUB: Percentage of labour force in the same subgroup,_Z: Not applicable,Y: Calendar and seasonally adjusted,_T: Total,Y_GE15: 15 years or over,_Z: Not applicable,M: Monthly,2026-05,2.9,,A: Normal value,0: Units,1: One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_UNE_M(1.0),I,DNK: Denmark,UNE_LF_M: Monthly unemployment rate,PT_LF_SUB: Percentage of labour force in the same subgroup,_Z: Not applicable,Y: Calendar and seasonally adjusted,_T: Total,Y_GE15: 15 years or over,_Z: Not applicable,M: Monthly,2026-05,7,,A: Normal value,0: Units,1: One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_UNE_M(1.0),I,FRA: France,UNE_LF_M: Monthly unemployment rate,PT_LF_SUB: Percentage of labour force in the same subgroup,_Z: Not applicable,Y: Calendar and seasonally adjusted,_T: Total,Y_GE15: 15 years or over,_Z: Not applicable,M: Monthly,2026-05,8.4,,A: Normal value,0: Units,1: One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_UNE_M(1.0),I,DEU: Germany,UNE_LF_M: Monthly unemployment rate,PT_LF_SUB: Percentage of labour force in the same subgroup,_Z: Not applicable,Y: Calendar and seasonally adjusted,_T: Total,Y_GE15: 15 years or over,_Z: Not applicable,M: Monthly,2026-05,3.9,,A: Normal value,0: Units,1: One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_UNE_M(1.0),I,ISL: Iceland,UNE_LF_M: Monthly unemployment rate,PT_LF_SUB: Percentage of labour force in the same subgroup,_Z: Not applicable,Y: Calendar and seasonally adjusted,_T: Total,Y_GE15: 15 years or over,_Z: Not applicable,M: Monthly,2026-05,5.6,,A: Normal value,0: Units,1: One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_UNE_M(1.0),I,ITA: Italy,UNE_LF_M: Monthly unemployment rate,PT_LF_SUB: Percentage of labour force in the same subgroup,_Z: Not applicable,Y: Calendar and seasonally adjusted,_T: Total,Y_GE15: 15 years or over,_Z: Not applicable,M: Monthly,2026-05,5.4,,A: Normal value,0: Units,1: One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_UNE_M(1.0),I,LVA: Latvia,UNE_LF_M: Monthly unemployment rate,PT_LF_SUB: Percentage of labour force in the same subgroup,_Z: Not applicable,Y: Calendar and seasonally adjusted,_T: Total,Y_GE15: 15 years or over,_Z: Not applicable,M: Monthly,2026-05,6.9,,A: Normal value,0: Units,1: One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_UNE_M(1.0),I,LTU: Lithuania,UNE_LF_M: Monthly unemployment rate,PT_LF_SUB: Percentage of labour force in the same subgroup,_Z: Not applicable,Y: Calendar and seasonally adjusted,_T: Total,Y_GE15: 15 years or over,_Z: Not applicable,M: Monthly,2026-05,6.4,,A: Normal value,0: Units,1: One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_UNE_M(1.0),I,LUX: Luxembourg,UNE_LF_M: Monthly unemployment rate,PT_LF_SUB: Percentage of labour force in the same subgroup,_Z: Not applicable,Y: Calendar and seasonally adjusted,_T: Total,Y_GE15: 15 years or over,_Z: Not applicable,M: Monthly,2026-05,7,,A: Normal value,0: Units,1: One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_UNE_M(1.0),I,POL: Poland,UNE_LF_M: Monthly unemployment rate,PT_LF_SUB: Percentage of labour force in the same subgroup,_Z: Not applicable,Y: Calendar and seasonally adjusted,_T: Total,Y_GE15: 15 years or over,_Z: Not applicable,M: Monthly,2026-05,3.4,,A: Normal value,0: Units,1: One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_UNE_M(1.0),I,SVK: Slovak Republic,UNE_LF_M: Monthly unemployment rate,PT_LF_SUB: Percentage of labour force in the same subgroup,_Z: Not applicable,Y: Calendar and seasonally adjusted,_T: Total,Y_GE15: 15 years or over,_Z: Not applicable,M: Monthly,2026-05,5.7,,A: Normal value,0: Units,1: One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_UNE_M(1.0),I,EU: European Union,UNE_LF_M: Monthly unemployment rate,PT_LF_SUB: Percentage of labour force in the same subgroup,_Z: Not applicable,Y: Calendar and seasonally adjusted,_T: Total,Y_GE15: 15 years or over,_Z: Not applicable,M: Monthly,2026-05,6.1,,A: Normal value,0: Units,1: One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_UNE_M(1.0),I,BGR: Bulgaria,UNE_LF_M: Monthly unemployment rate,PT_LF_SUB: Percentage of labour force in the same subgroup,_Z: Not applicable,Y: Calendar and seasonally adjusted,_T: Total,Y_GE15: 15 years or over,_Z: Not applicable,M: Monthly,2026-05,3.4,,A: Normal value,0: Units,1: One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_UNE_M(1.0),I,HRV: Croatia,UNE_LF_M: Monthly unemployment rate,PT_LF_SUB: Percentage of labour force in the same subgroup,_Z: Not applicable,Y: Calendar and seasonally adjusted,_T: Total,Y_GE15: 15 years or over,_Z: Not applicable,M: Monthly,2026-05,4.4,,A: Normal value,0: Units,1: One
