STRUCTURE,STRUCTURE_ID,ACTION,REF_AREA: Reference area,MEASURE: Measure,UNIT_MEASURE: Unit of measure,TRANSFORMATION: Transformation,ADJUSTMENT: Adjustment,SEX: Sex,AGE: Age,ACTIVITY: Economic activity,FREQ: Frequency of observation,TIME_PERIOD: Time period,OBS_VALUE: Observation value,BASE_PER: Base period,OBS_STATUS: Observation status,UNIT_MULT: Unit multiplier,DECIMALS: Decimals
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_LF_WAP_Q(1.0),I,NOR: Norway,LF_WAP: Labour force participation rate,PT_WAP_SUB: Percentage of working age population in the same subgroup,_Z: Not applicable,Y: Calendar and seasonally adjusted,_T: Total,Y_GE15: 15 years or over,_Z: Not applicable,Q: Quarterly,2026-Q1,65.31714,,A: Normal value,0: Units,1: One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_LF_WAP_Q(1.0),I,NLD: Netherlands,LF_WAP: Labour force participation rate,PT_WAP_SUB: Percentage of working age population in the same subgroup,_Z: Not applicable,Y: Calendar and seasonally adjusted,_T: Total,Y_GE15: 15 years or over,_Z: Not applicable,Q: Quarterly,2025-Q3,68.69608,,A: Normal value,0: Units,1: One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_LF_WAP_Q(1.0),I,NLD: Netherlands,LF_WAP: Labour force participation rate,PT_WAP_SUB: Percentage of working age population in the same subgroup,_Z: Not applicable,Y: Calendar and seasonally adjusted,_T: Total,Y_GE15: 15 years or over,_Z: Not applicable,Q: Quarterly,2025-Q4,68.66541,,A: Normal value,0: Units,1: One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_LF_WAP_Q(1.0),I,NLD: Netherlands,LF_WAP: Labour force participation rate,PT_WAP_SUB: Percentage of working age population in the same subgroup,_Z: Not applicable,Y: Calendar and seasonally adjusted,_T: Total,Y_GE15: 15 years or over,_Z: Not applicable,Q: Quarterly,2026-Q1,68.57883,,A: Normal value,0: Units,1: One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_LF_WAP_Q(1.0),I,KOR: Korea,LF_WAP: Labour force participation rate,PT_WAP_SUB: Percentage of working age population in the same subgroup,_Z: Not applicable,Y: Calendar and seasonally adjusted,_T: Total,Y_GE15: 15 years or over,_Z: Not applicable,Q: Quarterly,2025-Q3,64.64418,,A: Normal value,0: Units,1: One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_LF_WAP_Q(1.0),I,KOR: Korea,LF_WAP: Labour force participation rate,PT_WAP_SUB: Percentage of working age population in the same subgroup,_Z: Not applicable,Y: Calendar and seasonally adjusted,_T: Total,Y_GE15: 15 years or over,_Z: Not applicable,Q: Quarterly,2025-Q4,64.69597,,A: Normal value,0: Units,1: One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_LF_WAP_Q(1.0),I,KOR: Korea,LF_WAP: Labour force participation rate,PT_WAP_SUB: Percentage of working age population in the same subgroup,_Z: Not applicable,Y: Calendar and seasonally adjusted,_T: Total,Y_GE15: 15 years or over,_Z: Not applicable,Q: Quarterly,2026-Q1,64.80219,,A: Normal value,0: Units,1: One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_LF_WAP_Q(1.0),I,IRL: Ireland,LF_WAP: Labour force participation rate,PT_WAP_SUB: Percentage of working age population in the same subgroup,_Z: Not applicable,Y: Calendar and seasonally adjusted,_T: Total,Y_GE15: 15 years or over,_Z: Not applicable,Q: Quarterly,2025-Q3,66.01419,,A: Normal value,0: Units,1: One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_LF_WAP_Q(1.0),I,IRL: Ireland,LF_WAP: Labour force participation rate,PT_WAP_SUB: Percentage of working age population in the same subgroup,_Z: Not applicable,Y: Calendar and seasonally adjusted,_T: Total,Y_GE15: 15 years or over,_Z: Not applicable,Q: Quarterly,2025-Q4,66.01973,,A: Normal value,0: Units,1: One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_LF_WAP_Q(1.0),I,IRL: Ireland,LF_WAP: Labour force participation rate,PT_WAP_SUB: Percentage of working age population in the same subgroup,_Z: Not applicable,Y: Calendar and seasonally adjusted,_T: Total,Y_GE15: 15 years or over,_Z: Not applicable,Q: Quarterly,2026-Q1,65.70608,,A: Normal value,0: Units,1: One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_LF_WAP_Q(1.0),I,SVN: Slovenia,LF_WAP: Labour force participation rate,PT_WAP_SUB: Percentage of working age population in the same subgroup,_Z: Not applicable,Y: Calendar and seasonally adjusted,_T: Total,Y_GE15: 15 years or over,_Z: Not applicable,Q: Quarterly,2025-Q3,58.82918,,A: Normal value,0: Units,1: One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_LF_WAP_Q(1.0),I,SVN: Slovenia,LF_WAP: Labour force participation rate,PT_WAP_SUB: Percentage of working age population in the same subgroup,_Z: Not applicable,Y: Calendar and seasonally adjusted,_T: Total,Y_GE15: 15 years or over,_Z: Not applicable,Q: Quarterly,2025-Q4,58.47918,,A: Normal value,0: Units,1: One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_LF_WAP_Q(1.0),I,SVN: Slovenia,LF_WAP: Labour force participation rate,PT_WAP_SUB: Percentage of working age population in the same subgroup,_Z: Not applicable,Y: Calendar and seasonally adjusted,_T: Total,Y_GE15: 15 years or over,_Z: Not applicable,Q: Quarterly,2026-Q1,58.16375,,A: Normal value,0: Units,1: One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_LF_WAP_Q(1.0),I,SVK: Slovak Republic,LF_WAP: Labour force participation rate,PT_WAP_SUB: Percentage of working age population in the same subgroup,_Z: Not applicable,Y: Calendar and seasonally adjusted,_T: Total,Y_GE15: 15 years or over,_Z: Not applicable,Q: Quarterly,2025-Q3,61.08576,,A: Normal value,0: Units,1: One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_LF_WAP_Q(1.0),I,SVK: Slovak Republic,LF_WAP: Labour force participation rate,PT_WAP_SUB: Percentage of working age population in the same subgroup,_Z: Not applicable,Y: Calendar and seasonally adjusted,_T: Total,Y_GE15: 15 years or over,_Z: Not applicable,Q: Quarterly,2025-Q4,61.25034,,A: Normal value,0: Units,1: One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_LF_WAP_Q(1.0),I,SVK: Slovak Republic,LF_WAP: Labour force participation rate,PT_WAP_SUB: Percentage of working age population in the same subgroup,_Z: Not applicable,Y: Calendar and seasonally adjusted,_T: Total,Y_GE15: 15 years or over,_Z: Not applicable,Q: Quarterly,2026-Q1,61.10013,,A: Normal value,0: Units,1: One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_LF_WAP_Q(1.0),I,HUN: Hungary,LF_WAP: Labour force participation rate,PT_WAP_SUB: Percentage of working age population in the same subgroup,_Z: Not applicable,Y: Calendar and seasonally adjusted,_T: Total,Y_GE15: 15 years or over,_Z: Not applicable,Q: Quarterly,2025-Q3,61.54815,,A: Normal value,0: Units,1: One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_LF_WAP_Q(1.0),I,HUN: Hungary,LF_WAP: Labour force participation rate,PT_WAP_SUB: Percentage of working age population in the same subgroup,_Z: Not applicable,Y: Calendar and seasonally adjusted,_T: Total,Y_GE15: 15 years or over,_Z: Not applicable,Q: Quarterly,2025-Q4,61.244,,A: Normal value,0: Units,1: One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_LF_WAP_Q(1.0),I,HUN: Hungary,LF_WAP: Labour force participation rate,PT_WAP_SUB: Percentage of working age population in the same subgroup,_Z: Not applicable,Y: Calendar and seasonally adjusted,_T: Total,Y_GE15: 15 years or over,_Z: Not applicable,Q: Quarterly,2026-Q1,61.41565,,A: Normal value,0: Units,1: One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_LF_WAP_Q(1.0),I,ROU: Romania,LF_WAP: Labour force participation rate,PT_WAP_SUB: Percentage of working age population in the same subgroup,_Z: Not applicable,Y: Calendar and seasonally adjusted,_T: Total,Y_GE15: 15 years or over,_Z: Not applicable,Q: Quarterly,2025-Q3,51.53606,,A: Normal value,0: Units,1: One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_LF_WAP_Q(1.0),I,ROU: Romania,LF_WAP: Labour force participation rate,PT_WAP_SUB: Percentage of working age population in the same subgroup,_Z: Not applicable,Y: Calendar and seasonally adjusted,_T: Total,Y_GE15: 15 years or over,_Z: Not applicable,Q: Quarterly,2025-Q4,51.39536,,A: Normal value,0: Units,1: One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_LF_WAP_Q(1.0),I,ROU: Romania,LF_WAP: Labour force participation rate,PT_WAP_SUB: Percentage of working age population in the same subgroup,_Z: Not applicable,Y: Calendar and seasonally adjusted,_T: Total,Y_GE15: 15 years or over,_Z: Not applicable,Q: Quarterly,2026-Q1,51.41373,,A: Normal value,0: Units,1: One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_LF_WAP_Q(1.0),I,GRC: Greece,LF_WAP: Labour force participation rate,PT_WAP_SUB: Percentage of working age population in the same subgroup,_Z: Not applicable,Y: Calendar and seasonally adjusted,_T: Total,Y_GE15: 15 years or over,_Z: Not applicable,Q: Quarterly,2025-Q3,52.9257,,A: Normal value,0: Units,1: One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_LF_WAP_Q(1.0),I,GRC: Greece,LF_WAP: Labour force participation rate,PT_WAP_SUB: Percentage of working age population in the same subgroup,_Z: Not applicable,Y: Calendar and seasonally adjusted,_T: Total,Y_GE15: 15 years or over,_Z: Not applicable,Q: Quarterly,2025-Q4,53.03284,,A: Normal value,0: Units,1: One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_LF_WAP_Q(1.0),I,GRC: Greece,LF_WAP: Labour force participation rate,PT_WAP_SUB: Percentage of working age population in the same subgroup,_Z: Not applicable,Y: Calendar and seasonally adjusted,_T: Total,Y_GE15: 15 years or over,_Z: Not applicable,Q: Quarterly,2026-Q1,53.71312,,A: Normal value,0: Units,1: One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_LF_WAP_Q(1.0),I,PRT: Portugal,LF_WAP: Labour force participation rate,PT_WAP_SUB: Percentage of working age population in the same subgroup,_Z: Not applicable,Y: Calendar and seasonally adjusted,_T: Total,Y_GE15: 15 years or over,_Z: Not applicable,Q: Quarterly,2025-Q3,59.66727,,A: Normal value,0: Units,1: One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_LF_WAP_Q(1.0),I,PRT: Portugal,LF_WAP: Labour force participation rate,PT_WAP_SUB: Percentage of working age population in the same subgroup,_Z: Not applicable,Y: Calendar and seasonally adjusted,_T: Total,Y_GE15: 15 years or over,_Z: Not applicable,Q: Quarterly,2025-Q4,59.58803,,A: Normal value,0: Units,1: One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_LF_WAP_Q(1.0),I,PRT: Portugal,LF_WAP: Labour force participation rate,PT_WAP_SUB: Percentage of working age population in the same subgroup,_Z: Not applicable,Y: Calendar and seasonally adjusted,_T: Total,Y_GE15: 15 years or over,_Z: Not applicable,Q: Quarterly,2026-Q1,59.62365,,A: Normal value,0: Units,1: One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_LF_WAP_Q(1.0),I,ITA: Italy,LF_WAP: Labour force participation rate,PT_WAP_SUB: Percentage of working age population in the same subgroup,_Z: Not applicable,Y: Calendar and seasonally adjusted,_T: Total,Y_GE15: 15 years or over,_Z: Not applicable,Q: Quarterly,2025-Q3,49.83023,,A: Normal value,0: Units,1: One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_LF_WAP_Q(1.0),I,ITA: Italy,LF_WAP: Labour force participation rate,PT_WAP_SUB: Percentage of working age population in the same subgroup,_Z: Not applicable,Y: Calendar and seasonally adjusted,_T: Total,Y_GE15: 15 years or over,_Z: Not applicable,Q: Quarterly,2025-Q4,49.51712,,A: Normal value,0: Units,1: One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_LF_WAP_Q(1.0),I,ITA: Italy,LF_WAP: Labour force participation rate,PT_WAP_SUB: Percentage of working age population in the same subgroup,_Z: Not applicable,Y: Calendar and seasonally adjusted,_T: Total,Y_GE15: 15 years or over,_Z: Not applicable,Q: Quarterly,2026-Q1,49.45769,,A: Normal value,0: Units,1: One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_LF_WAP_Q(1.0),I,NZL: New Zealand,LF_WAP: Labour force participation rate,PT_WAP_SUB: Percentage of working age population in the same subgroup,_Z: Not applicable,Y: Calendar and seasonally adjusted,_T: Total,Y_GE15: 15 years or over,_Z: Not applicable,Q: Quarterly,2025-Q3,70.3,,A: Normal value,0: Units,1: One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_LF_WAP_Q(1.0),I,NZL: New Zealand,LF_WAP: Labour force participation rate,PT_WAP_SUB: Percentage of working age population in the same subgroup,_Z: Not applicable,Y: Calendar and seasonally adjusted,_T: Total,Y_GE15: 15 years or over,_Z: Not applicable,Q: Quarterly,2025-Q4,70.5,,A: Normal value,0: Units,1: One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_LF_WAP_Q(1.0),I,NZL: New Zealand,LF_WAP: Labour force participation rate,PT_WAP_SUB: Percentage of working age population in the same subgroup,_Z: Not applicable,Y: Calendar and seasonally adjusted,_T: Total,Y_GE15: 15 years or over,_Z: Not applicable,Q: Quarterly,2026-Q1,70.4,,A: Normal value,0: Units,1: One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_LF_WAP_Q(1.0),I,CAN: Canada,LF_WAP: Labour force participation rate,PT_WAP_SUB: Percentage of working age population in the same subgroup,_Z: Not applicable,Y: Calendar and seasonally adjusted,_T: Total,Y_GE15: 15 years or over,_Z: Not applicable,Q: Quarterly,2025-Q3,65.16666,,A: Normal value,0: Units,1: One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_LF_WAP_Q(1.0),I,CAN: Canada,LF_WAP: Labour force participation rate,PT_WAP_SUB: Percentage of working age population in the same subgroup,_Z: Not applicable,Y: Calendar and seasonally adjusted,_T: Total,Y_GE15: 15 years or over,_Z: Not applicable,Q: Quarterly,2025-Q4,65.26667,,A: Normal value,0: Units,1: One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_LF_WAP_Q(1.0),I,CAN: Canada,LF_WAP: Labour force participation rate,PT_WAP_SUB: Percentage of working age population in the same subgroup,_Z: Not applicable,Y: Calendar and seasonally adjusted,_T: Total,Y_GE15: 15 years or over,_Z: Not applicable,Q: Quarterly,2026-Q1,64.93333,,A: Normal value,0: Units,1: One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_LF_WAP_Q(1.0),I,JPN: Japan,LF_WAP: Labour force participation rate,PT_WAP_SUB: Percentage of working age population in the same subgroup,_Z: Not applicable,Y: Calendar and seasonally adjusted,_T: Total,Y_GE15: 15 years or over,_Z: Not applicable,Q: Quarterly,2025-Q3,63.89016,,A: Normal value,0: Units,1: One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_LF_WAP_Q(1.0),I,JPN: Japan,LF_WAP: Labour force participation rate,PT_WAP_SUB: Percentage of working age population in the same subgroup,_Z: Not applicable,Y: Calendar and seasonally adjusted,_T: Total,Y_GE15: 15 years or over,_Z: Not applicable,Q: Quarterly,2025-Q4,64.12191,,A: Normal value,0: Units,1: One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_LF_WAP_Q(1.0),I,JPN: Japan,LF_WAP: Labour force participation rate,PT_WAP_SUB: Percentage of working age population in the same subgroup,_Z: Not applicable,Y: Calendar and seasonally adjusted,_T: Total,Y_GE15: 15 years or over,_Z: Not applicable,Q: Quarterly,2026-Q1,63.96081,,A: Normal value,0: Units,1: One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_LF_WAP_Q(1.0),I,USA: United States,LF_WAP: Labour force participation rate,PT_WAP_SUB: Percentage of working age population in the same subgroup,_Z: Not applicable,Y: Calendar and seasonally adjusted,_T: Total,Y_GE15: 15 years or over,_Z: Not applicable,Q: Quarterly,2025-Q3,62.33333,,A: Normal value,0: Units,1: One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_LF_WAP_Q(1.0),I,USA: United States,LF_WAP: Labour force participation rate,PT_WAP_SUB: Percentage of working age population in the same subgroup,_Z: Not applicable,Y: Calendar and seasonally adjusted,_T: Total,Y_GE15: 15 years or over,_Z: Not applicable,Q: Quarterly,2026-Q1,62,,A: Normal value,0: Units,1: One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_LF_WAP_Q(1.0),I,OECD: OECD,LF_WAP: Labour force participation rate,PT_WAP_SUB: Percentage of working age population in the same subgroup,_Z: Not applicable,Y: Calendar and seasonally adjusted,_T: Total,Y_GE15: 15 years or over,_Z: Not applicable,Q: Quarterly,2025-Q3,61.00763,,E: Estimated value,0: Units,1: One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_LF_WAP_Q(1.0),I,OECD: OECD,LF_WAP: Labour force participation rate,PT_WAP_SUB: Percentage of working age population in the same subgroup,_Z: Not applicable,Y: Calendar and seasonally adjusted,_T: Total,Y_GE15: 15 years or over,_Z: Not applicable,Q: Quarterly,2026-Q1,60.88399,,E: Estimated value,0: Units,1: One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_LF_WAP_Q(1.0),I,OECD: OECD,LF_WAP: Labour force participation rate,PT_WAP_SUB: Percentage of working age population in the same subgroup,_Z: Not applicable,Y: Calendar and seasonally adjusted,F: Female,Y_GE15: 15 years or over,_Z: Not applicable,Q: Quarterly,2025-Q3,53.89108,,E: Estimated value,0: Units,1: One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_LF_WAP_Q(1.0),I,OECD: OECD,LF_WAP: Labour force participation rate,PT_WAP_SUB: Percentage of working age population in the same subgroup,_Z: Not applicable,Y: Calendar and seasonally adjusted,F: Female,Y_GE15: 15 years or over,_Z: Not applicable,Q: Quarterly,2026-Q1,53.90393,,E: Estimated value,0: Units,1: One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_LF_WAP_Q(1.0),I,OECD: OECD,LF_WAP: Labour force participation rate,PT_WAP_SUB: Percentage of working age population in the same subgroup,_Z: Not applicable,Y: Calendar and seasonally adjusted,M: Male,Y_GE15: 15 years or over,_Z: Not applicable,Q: Quarterly,2025-Q3,68.53775,,E: Estimated value,0: Units,1: One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_LF_WAP_Q(1.0),I,OECD: OECD,LF_WAP: Labour force participation rate,PT_WAP_SUB: Percentage of working age population in the same subgroup,_Z: Not applicable,Y: Calendar and seasonally adjusted,M: Male,Y_GE15: 15 years or over,_Z: Not applicable,Q: Quarterly,2026-Q1,68.30299,,E: Estimated value,0: Units,1: One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_LF_WAP_Q(1.0),I,DEU: Germany,LF_WAP: Labour force participation rate,PT_WAP_SUB: Percentage of working age population in the same subgroup,_Z: Not applicable,Y: Calendar and seasonally adjusted,M: Male,Y_GE15: 15 years or over,_Z: Not applicable,Q: Quarterly,2025-Q3,66.56499,,E: Estimated value,0: Units,1: One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_LF_WAP_Q(1.0),I,DEU: Germany,LF_WAP: Labour force participation rate,PT_WAP_SUB: Percentage of working age population in the same subgroup,_Z: Not applicable,Y: Calendar and seasonally adjusted,M: Male,Y_GE15: 15 years or over,_Z: Not applicable,Q: Quarterly,2025-Q4,66.82446,,E: Estimated value,0: Units,1: One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_LF_WAP_Q(1.0),I,DEU: Germany,LF_WAP: Labour force participation rate,PT_WAP_SUB: Percentage of working age population in the same subgroup,_Z: Not applicable,Y: Calendar and seasonally adjusted,M: Male,Y_GE15: 15 years or over,_Z: Not applicable,Q: Quarterly,2026-Q1,66.9202,,E: Estimated value,0: Units,1: One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_LF_WAP_Q(1.0),I,DEU: Germany,LF_WAP: Labour force participation rate,PT_WAP_SUB: Percentage of working age population in the same subgroup,_Z: Not applicable,Y: Calendar and seasonally adjusted,M: Male,Y_GE15: 15 years or over,_Z: Not applicable,Q: Quarterly,2026-Q2,66.36911,,E: Estimated value,0: Units,1: One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_LF_WAP_Q(1.0),I,DEU: Germany,LF_WAP: Labour force participation rate,PT_WAP_SUB: Percentage of working age population in the same subgroup,_Z: Not applicable,Y: Calendar and seasonally adjusted,_T: Total,Y_GE15: 15 years or over,_Z: Not applicable,Q: Quarterly,2025-Q3,61.69339,,E: Estimated value,0: Units,1: One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_LF_WAP_Q(1.0),I,DEU: Germany,LF_WAP: Labour force participation rate,PT_WAP_SUB: Percentage of working age population in the same subgroup,_Z: Not applicable,Y: Calendar and seasonally adjusted,_T: Total,Y_GE15: 15 years or over,_Z: Not applicable,Q: Quarterly,2025-Q4,61.86829,,E: Estimated value,0: Units,1: One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_LF_WAP_Q(1.0),I,DEU: Germany,LF_WAP: Labour force participation rate,PT_WAP_SUB: Percentage of working age population in the same subgroup,_Z: Not applicable,Y: Calendar and seasonally adjusted,_T: Total,Y_GE15: 15 years or over,_Z: Not applicable,Q: Quarterly,2026-Q1,61.98491,,E: Estimated value,0: Units,1: One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_LF_WAP_Q(1.0),I,DEU: Germany,LF_WAP: Labour force participation rate,PT_WAP_SUB: Percentage of working age population in the same subgroup,_Z: Not applicable,Y: Calendar and seasonally adjusted,_T: Total,Y_GE15: 15 years or over,_Z: Not applicable,Q: Quarterly,2026-Q2,61.47702,,E: Estimated value,0: Units,1: One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_LF_WAP_Q(1.0),I,DEU: Germany,LF_WAP: Labour force participation rate,PT_WAP_SUB: Percentage of working age population in the same subgroup,_Z: Not applicable,Y: Calendar and seasonally adjusted,F: Female,Y_GE15: 15 years or over,_Z: Not applicable,Q: Quarterly,2025-Q3,56.98679,,E: Estimated value,0: Units,1: One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_LF_WAP_Q(1.0),I,DEU: Germany,LF_WAP: Labour force participation rate,PT_WAP_SUB: Percentage of working age population in the same subgroup,_Z: Not applicable,Y: Calendar and seasonally adjusted,F: Female,Y_GE15: 15 years or over,_Z: Not applicable,Q: Quarterly,2025-Q4,57.08329,,E: Estimated value,0: Units,1: One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_LF_WAP_Q(1.0),I,DEU: Germany,LF_WAP: Labour force participation rate,PT_WAP_SUB: Percentage of working age population in the same subgroup,_Z: Not applicable,Y: Calendar and seasonally adjusted,F: Female,Y_GE15: 15 years or over,_Z: Not applicable,Q: Quarterly,2026-Q1,57.22471,,E: Estimated value,0: Units,1: One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_LF_WAP_Q(1.0),I,DEU: Germany,LF_WAP: Labour force participation rate,PT_WAP_SUB: Percentage of working age population in the same subgroup,_Z: Not applicable,Y: Calendar and seasonally adjusted,F: Female,Y_GE15: 15 years or over,_Z: Not applicable,Q: Quarterly,2026-Q2,56.76068,,E: Estimated value,0: Units,1: One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_LF_WAP_Q(1.0),I,CRI: Costa Rica,LF_WAP: Labour force participation rate,PT_WAP_SUB: Percentage of working age population in the same subgroup,_Z: Not applicable,Y: Calendar and seasonally adjusted,F: Female,Y_GE15: 15 years or over,_Z: Not applicable,Q: Quarterly,2025-Q3,42.19005,,A: Normal value,0: Units,1: One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_LF_WAP_Q(1.0),I,CRI: Costa Rica,LF_WAP: Labour force participation rate,PT_WAP_SUB: Percentage of working age population in the same subgroup,_Z: Not applicable,Y: Calendar and seasonally adjusted,F: Female,Y_GE15: 15 years or over,_Z: Not applicable,Q: Quarterly,2025-Q4,42.49193,,A: Normal value,0: Units,1: One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_LF_WAP_Q(1.0),I,CRI: Costa Rica,LF_WAP: Labour force participation rate,PT_WAP_SUB: Percentage of working age population in the same subgroup,_Z: Not applicable,Y: Calendar and seasonally adjusted,F: Female,Y_GE15: 15 years or over,_Z: Not applicable,Q: Quarterly,2026-Q1,42.3959,,A: Normal value,0: Units,1: One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_LF_WAP_Q(1.0),I,CRI: Costa Rica,LF_WAP: Labour force participation rate,PT_WAP_SUB: Percentage of working age population in the same subgroup,_Z: Not applicable,Y: Calendar and seasonally adjusted,F: Female,Y_GE15: 15 years or over,_Z: Not applicable,Q: Quarterly,2026-Q2,43.18335,,A: Normal value,0: Units,1: One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_LF_WAP_Q(1.0),I,CRI: Costa Rica,LF_WAP: Labour force participation rate,PT_WAP_SUB: Percentage of working age population in the same subgroup,_Z: Not applicable,Y: Calendar and seasonally adjusted,_T: Total,Y_GE15: 15 years or over,_Z: Not applicable,Q: Quarterly,2025-Q3,54.84489,,A: Normal value,0: Units,1: One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_LF_WAP_Q(1.0),I,CRI: Costa Rica,LF_WAP: Labour force participation rate,PT_WAP_SUB: Percentage of working age population in the same subgroup,_Z: Not applicable,Y: Calendar and seasonally adjusted,_T: Total,Y_GE15: 15 years or over,_Z: Not applicable,Q: Quarterly,2025-Q4,54.05652,,A: Normal value,0: Units,1: One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_LF_WAP_Q(1.0),I,CRI: Costa Rica,LF_WAP: Labour force participation rate,PT_WAP_SUB: Percentage of working age population in the same subgroup,_Z: Not applicable,Y: Calendar and seasonally adjusted,_T: Total,Y_GE15: 15 years or over,_Z: Not applicable,Q: Quarterly,2026-Q1,54.41304,,A: Normal value,0: Units,1: One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_LF_WAP_Q(1.0),I,CRI: Costa Rica,LF_WAP: Labour force participation rate,PT_WAP_SUB: Percentage of working age population in the same subgroup,_Z: Not applicable,Y: Calendar and seasonally adjusted,_T: Total,Y_GE15: 15 years or over,_Z: Not applicable,Q: Quarterly,2026-Q2,54.93289,,A: Normal value,0: Units,1: One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_LF_WAP_Q(1.0),I,CRI: Costa Rica,LF_WAP: Labour force participation rate,PT_WAP_SUB: Percentage of working age population in the same subgroup,_Z: Not applicable,Y: Calendar and seasonally adjusted,M: Male,Y_GE15: 15 years or over,_Z: Not applicable,Q: Quarterly,2025-Q3,67.41498,,A: Normal value,0: Units,1: One
