STRUCTURE,STRUCTURE_ID,ACTION,REF_AREA: Reference area,MEASURE: Measure,UNIT_MEASURE: Unit of measure,TRANSFORMATION: Transformation,ADJUSTMENT: Adjustment,SEX: Sex,AGE: Age,ACTIVITY: Economic activity,FREQ: Frequency of observation,TIME_PERIOD: Time period,OBS_VALUE: Observation value,BASE_PER: Base period,OBS_STATUS: Observation status,UNIT_MULT: Unit multiplier,DECIMALS: Decimals
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_LF_WAP_Q(1.0),I,CRI: Costa Rica,LF_WAP: Labour force participation rate,PT_WAP_SUB: Percentage of working age population in the same subgroup,_Z: Not applicable,Y: Calendar and seasonally adjusted,M: Male,Y_GE15: 15 years or over,_Z: Not applicable,Q: Quarterly,2025-Q4,65.57523,,A: Normal value,0: Units,1: One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_LF_WAP_Q(1.0),I,CRI: Costa Rica,LF_WAP: Labour force participation rate,PT_WAP_SUB: Percentage of working age population in the same subgroup,_Z: Not applicable,Y: Calendar and seasonally adjusted,M: Male,Y_GE15: 15 years or over,_Z: Not applicable,Q: Quarterly,2026-Q1,66.41677,,A: Normal value,0: Units,1: One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_LF_WAP_Q(1.0),I,CRI: Costa Rica,LF_WAP: Labour force participation rate,PT_WAP_SUB: Percentage of working age population in the same subgroup,_Z: Not applicable,Y: Calendar and seasonally adjusted,M: Male,Y_GE15: 15 years or over,_Z: Not applicable,Q: Quarterly,2026-Q2,66.72393,,A: Normal value,0: Units,1: One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_LF_WAP_Q(1.0),I,CAN: Canada,LF_WAP: Labour force participation rate,PT_WAP_SUB: Percentage of working age population in the same subgroup,_Z: Not applicable,Y: Calendar and seasonally adjusted,F: Female,Y_GE15: 15 years or over,_Z: Not applicable,Q: Quarterly,2026-Q2,61.1,,A: Normal value,0: Units,1: One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_LF_WAP_Q(1.0),I,CAN: Canada,LF_WAP: Labour force participation rate,PT_WAP_SUB: Percentage of working age population in the same subgroup,_Z: Not applicable,Y: Calendar and seasonally adjusted,M: Male,Y_GE15: 15 years or over,_Z: Not applicable,Q: Quarterly,2026-Q2,68.96667,,A: Normal value,0: Units,1: One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_LF_WAP_Q(1.0),I,CAN: Canada,LF_WAP: Labour force participation rate,PT_WAP_SUB: Percentage of working age population in the same subgroup,_Z: Not applicable,Y: Calendar and seasonally adjusted,_T: Total,Y_GE15: 15 years or over,_Z: Not applicable,Q: Quarterly,2026-Q2,65,,A: Normal value,0: Units,1: One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_LF_WAP_Q(1.0),I,ISR: Israel,LF_WAP: Labour force participation rate,PT_WAP_SUB: Percentage of working age population in the same subgroup,_Z: Not applicable,Y: Calendar and seasonally adjusted,F: Female,Y_GE15: 15 years or over,_Z: Not applicable,Q: Quarterly,2025-Q3,59.36331,,A: Normal value,0: Units,1: One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_LF_WAP_Q(1.0),I,ISR: Israel,LF_WAP: Labour force participation rate,PT_WAP_SUB: Percentage of working age population in the same subgroup,_Z: Not applicable,Y: Calendar and seasonally adjusted,_T: Total,Y_GE15: 15 years or over,_Z: Not applicable,Q: Quarterly,2025-Q3,62.39466,,A: Normal value,0: Units,1: One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_LF_WAP_Q(1.0),I,ISR: Israel,LF_WAP: Labour force participation rate,PT_WAP_SUB: Percentage of working age population in the same subgroup,_Z: Not applicable,Y: Calendar and seasonally adjusted,M: Male,Y_GE15: 15 years or over,_Z: Not applicable,Q: Quarterly,2025-Q3,65.5647,,A: Normal value,0: Units,1: One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_LF_WAP_Q(1.0),I,ISR: Israel,LF_WAP: Labour force participation rate,PT_WAP_SUB: Percentage of working age population in the same subgroup,_Z: Not applicable,Y: Calendar and seasonally adjusted,M: Male,Y_GE15: 15 years or over,_Z: Not applicable,Q: Quarterly,2025-Q4,65.45364,,A: Normal value,0: Units,1: One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_LF_WAP_Q(1.0),I,ISR: Israel,LF_WAP: Labour force participation rate,PT_WAP_SUB: Percentage of working age population in the same subgroup,_Z: Not applicable,Y: Calendar and seasonally adjusted,_T: Total,Y_GE15: 15 years or over,_Z: Not applicable,Q: Quarterly,2025-Q4,62.51802,,A: Normal value,0: Units,1: One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_LF_WAP_Q(1.0),I,ISR: Israel,LF_WAP: Labour force participation rate,PT_WAP_SUB: Percentage of working age population in the same subgroup,_Z: Not applicable,Y: Calendar and seasonally adjusted,F: Female,Y_GE15: 15 years or over,_Z: Not applicable,Q: Quarterly,2025-Q4,59.69198,,A: Normal value,0: Units,1: One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_LF_WAP_Q(1.0),I,ISR: Israel,LF_WAP: Labour force participation rate,PT_WAP_SUB: Percentage of working age population in the same subgroup,_Z: Not applicable,Y: Calendar and seasonally adjusted,F: Female,Y_GE15: 15 years or over,_Z: Not applicable,Q: Quarterly,2026-Q1,59.41409,,A: Normal value,0: Units,1: One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_LF_WAP_Q(1.0),I,ISR: Israel,LF_WAP: Labour force participation rate,PT_WAP_SUB: Percentage of working age population in the same subgroup,_Z: Not applicable,Y: Calendar and seasonally adjusted,_T: Total,Y_GE15: 15 years or over,_Z: Not applicable,Q: Quarterly,2026-Q1,62.32131,,A: Normal value,0: Units,1: One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_LF_WAP_Q(1.0),I,ISR: Israel,LF_WAP: Labour force participation rate,PT_WAP_SUB: Percentage of working age population in the same subgroup,_Z: Not applicable,Y: Calendar and seasonally adjusted,M: Male,Y_GE15: 15 years or over,_Z: Not applicable,Q: Quarterly,2026-Q1,65.34578,,A: Normal value,0: Units,1: One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_LF_WAP_Q(1.0),I,ISR: Israel,LF_WAP: Labour force participation rate,PT_WAP_SUB: Percentage of working age population in the same subgroup,_Z: Not applicable,Y: Calendar and seasonally adjusted,M: Male,Y_GE15: 15 years or over,_Z: Not applicable,Q: Quarterly,2026-Q2,64.81747,,A: Normal value,0: Units,1: One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_LF_WAP_Q(1.0),I,ISR: Israel,LF_WAP: Labour force participation rate,PT_WAP_SUB: Percentage of working age population in the same subgroup,_Z: Not applicable,Y: Calendar and seasonally adjusted,_T: Total,Y_GE15: 15 years or over,_Z: Not applicable,Q: Quarterly,2026-Q2,61.90015,,A: Normal value,0: Units,1: One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_LF_WAP_Q(1.0),I,ISR: Israel,LF_WAP: Labour force participation rate,PT_WAP_SUB: Percentage of working age population in the same subgroup,_Z: Not applicable,Y: Calendar and seasonally adjusted,F: Female,Y_GE15: 15 years or over,_Z: Not applicable,Q: Quarterly,2026-Q2,59.09571,,A: Normal value,0: Units,1: One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_LF_WAP_Q(1.0),I,TUR: Türkiye,LF_WAP: Labour force participation rate,PT_WAP_SUB: Percentage of working age population in the same subgroup,_Z: Not applicable,Y: Calendar and seasonally adjusted,M: Male,Y_GE15: 15 years or over,_Z: Not applicable,Q: Quarterly,2025-Q3,71.2299,,A: Normal value,0: Units,1: One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_LF_WAP_Q(1.0),I,TUR: Türkiye,LF_WAP: Labour force participation rate,PT_WAP_SUB: Percentage of working age population in the same subgroup,_Z: Not applicable,Y: Calendar and seasonally adjusted,F: Female,Y_GE15: 15 years or over,_Z: Not applicable,Q: Quarterly,2025-Q3,36.23479,,A: Normal value,0: Units,1: One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_LF_WAP_Q(1.0),I,TUR: Türkiye,LF_WAP: Labour force participation rate,PT_WAP_SUB: Percentage of working age population in the same subgroup,_Z: Not applicable,Y: Calendar and seasonally adjusted,_T: Total,Y_GE15: 15 years or over,_Z: Not applicable,Q: Quarterly,2025-Q3,53.54145,,A: Normal value,0: Units,1: One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_LF_WAP_Q(1.0),I,TUR: Türkiye,LF_WAP: Labour force participation rate,PT_WAP_SUB: Percentage of working age population in the same subgroup,_Z: Not applicable,Y: Calendar and seasonally adjusted,_T: Total,Y_GE15: 15 years or over,_Z: Not applicable,Q: Quarterly,2025-Q4,53.29539,,A: Normal value,0: Units,1: One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_LF_WAP_Q(1.0),I,TUR: Türkiye,LF_WAP: Labour force participation rate,PT_WAP_SUB: Percentage of working age population in the same subgroup,_Z: Not applicable,Y: Calendar and seasonally adjusted,F: Female,Y_GE15: 15 years or over,_Z: Not applicable,Q: Quarterly,2025-Q4,35.77052,,A: Normal value,0: Units,1: One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_LF_WAP_Q(1.0),I,TUR: Türkiye,LF_WAP: Labour force participation rate,PT_WAP_SUB: Percentage of working age population in the same subgroup,_Z: Not applicable,Y: Calendar and seasonally adjusted,M: Male,Y_GE15: 15 years or over,_Z: Not applicable,Q: Quarterly,2025-Q4,71.22726,,A: Normal value,0: Units,1: One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_LF_WAP_Q(1.0),I,TUR: Türkiye,LF_WAP: Labour force participation rate,PT_WAP_SUB: Percentage of working age population in the same subgroup,_Z: Not applicable,Y: Calendar and seasonally adjusted,M: Male,Y_GE15: 15 years or over,_Z: Not applicable,Q: Quarterly,2026-Q1,70.37564,,A: Normal value,0: Units,1: One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_LF_WAP_Q(1.0),I,TUR: Türkiye,LF_WAP: Labour force participation rate,PT_WAP_SUB: Percentage of working age population in the same subgroup,_Z: Not applicable,Y: Calendar and seasonally adjusted,F: Female,Y_GE15: 15 years or over,_Z: Not applicable,Q: Quarterly,2026-Q1,35.12965,,A: Normal value,0: Units,1: One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_LF_WAP_Q(1.0),I,TUR: Türkiye,LF_WAP: Labour force participation rate,PT_WAP_SUB: Percentage of working age population in the same subgroup,_Z: Not applicable,Y: Calendar and seasonally adjusted,_T: Total,Y_GE15: 15 years or over,_Z: Not applicable,Q: Quarterly,2026-Q1,52.56762,,A: Normal value,0: Units,1: One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_LF_WAP_Q(1.0),I,TUR: Türkiye,LF_WAP: Labour force participation rate,PT_WAP_SUB: Percentage of working age population in the same subgroup,_Z: Not applicable,Y: Calendar and seasonally adjusted,_T: Total,Y_GE15: 15 years or over,_Z: Not applicable,Q: Quarterly,2026-Q2,52.88373,,A: Normal value,0: Units,1: One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_LF_WAP_Q(1.0),I,TUR: Türkiye,LF_WAP: Labour force participation rate,PT_WAP_SUB: Percentage of working age population in the same subgroup,_Z: Not applicable,Y: Calendar and seasonally adjusted,F: Female,Y_GE15: 15 years or over,_Z: Not applicable,Q: Quarterly,2026-Q2,35.33595,,A: Normal value,0: Units,1: One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_LF_WAP_Q(1.0),I,TUR: Türkiye,LF_WAP: Labour force participation rate,PT_WAP_SUB: Percentage of working age population in the same subgroup,_Z: Not applicable,Y: Calendar and seasonally adjusted,M: Male,Y_GE15: 15 years or over,_Z: Not applicable,Q: Quarterly,2026-Q2,70.82571,,A: Normal value,0: Units,1: One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_LF_WAP_Q(1.0),I,GBR: United Kingdom,LF_WAP: Labour force participation rate,PT_WAP_SUB: Percentage of working age population in the same subgroup,_Z: Not applicable,Y: Calendar and seasonally adjusted,F: Female,Y_GE15: 15 years or over,_Z: Not applicable,Q: Quarterly,2025-Q3,60.23335,,A: Normal value,0: Units,1: One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_LF_WAP_Q(1.0),I,GBR: United Kingdom,LF_WAP: Labour force participation rate,PT_WAP_SUB: Percentage of working age population in the same subgroup,_Z: Not applicable,Y: Calendar and seasonally adjusted,_T: Total,Y_GE15: 15 years or over,_Z: Not applicable,Q: Quarterly,2025-Q3,63.85754,,A: Normal value,0: Units,1: One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_LF_WAP_Q(1.0),I,GBR: United Kingdom,LF_WAP: Labour force participation rate,PT_WAP_SUB: Percentage of working age population in the same subgroup,_Z: Not applicable,Y: Calendar and seasonally adjusted,_T: Total,Y_GE15: 15 years or over,_Z: Not applicable,Q: Quarterly,2025-Q4,63.96148,,A: Normal value,0: Units,1: One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_LF_WAP_Q(1.0),I,GBR: United Kingdom,LF_WAP: Labour force participation rate,PT_WAP_SUB: Percentage of working age population in the same subgroup,_Z: Not applicable,Y: Calendar and seasonally adjusted,M: Male,Y_GE15: 15 years or over,_Z: Not applicable,Q: Quarterly,2025-Q4,67.7692,,A: Normal value,0: Units,1: One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_LF_WAP_Q(1.0),I,GBR: United Kingdom,LF_WAP: Labour force participation rate,PT_WAP_SUB: Percentage of working age population in the same subgroup,_Z: Not applicable,Y: Calendar and seasonally adjusted,F: Female,Y_GE15: 15 years or over,_Z: Not applicable,Q: Quarterly,2025-Q4,60.36235,,A: Normal value,0: Units,1: One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_LF_WAP_Q(1.0),I,GBR: United Kingdom,LF_WAP: Labour force participation rate,PT_WAP_SUB: Percentage of working age population in the same subgroup,_Z: Not applicable,Y: Calendar and seasonally adjusted,F: Female,Y_GE15: 15 years or over,_Z: Not applicable,Q: Quarterly,2026-Q1,60.28113,,A: Normal value,0: Units,1: One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_LF_WAP_Q(1.0),I,GBR: United Kingdom,LF_WAP: Labour force participation rate,PT_WAP_SUB: Percentage of working age population in the same subgroup,_Z: Not applicable,Y: Calendar and seasonally adjusted,M: Male,Y_GE15: 15 years or over,_Z: Not applicable,Q: Quarterly,2026-Q1,67.78097,,A: Normal value,0: Units,1: One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_LF_WAP_Q(1.0),I,GBR: United Kingdom,LF_WAP: Labour force participation rate,PT_WAP_SUB: Percentage of working age population in the same subgroup,_Z: Not applicable,Y: Calendar and seasonally adjusted,_T: Total,Y_GE15: 15 years or over,_Z: Not applicable,Q: Quarterly,2026-Q1,63.92667,,A: Normal value,0: Units,1: One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_LF_WAP_Q(1.0),I,GBR: United Kingdom,LF_WAP: Labour force participation rate,PT_WAP_SUB: Percentage of working age population in the same subgroup,_Z: Not applicable,Y: Calendar and seasonally adjusted,_T: Total,Y_GE15: 15 years or over,_Z: Not applicable,Q: Quarterly,2026-Q2,63.85967,,A: Normal value,0: Units,1: One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_LF_WAP_Q(1.0),I,GBR: United Kingdom,LF_WAP: Labour force participation rate,PT_WAP_SUB: Percentage of working age population in the same subgroup,_Z: Not applicable,Y: Calendar and seasonally adjusted,M: Male,Y_GE15: 15 years or over,_Z: Not applicable,Q: Quarterly,2026-Q2,67.85184,,A: Normal value,0: Units,1: One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_LF_WAP_Q(1.0),I,GBR: United Kingdom,LF_WAP: Labour force participation rate,PT_WAP_SUB: Percentage of working age population in the same subgroup,_Z: Not applicable,Y: Calendar and seasonally adjusted,F: Female,Y_GE15: 15 years or over,_Z: Not applicable,Q: Quarterly,2026-Q2,60.08367,,A: Normal value,0: Units,1: One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_LF_WAP_Q(1.0),I,MEX: Mexico,LF_WAP: Labour force participation rate,PT_WAP_SUB: Percentage of working age population in the same subgroup,_Z: Not applicable,Y: Calendar and seasonally adjusted,_T: Total,Y_GE15: 15 years or over,_Z: Not applicable,Q: Quarterly,2025-Q3,59.25439,,A: Normal value,0: Units,1: One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_LF_WAP_Q(1.0),I,MEX: Mexico,LF_WAP: Labour force participation rate,PT_WAP_SUB: Percentage of working age population in the same subgroup,_Z: Not applicable,Y: Calendar and seasonally adjusted,_T: Total,Y_GE15: 15 years or over,_Z: Not applicable,Q: Quarterly,2025-Q4,59.1175,,A: Normal value,0: Units,1: One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_LF_WAP_Q(1.0),I,MEX: Mexico,LF_WAP: Labour force participation rate,PT_WAP_SUB: Percentage of working age population in the same subgroup,_Z: Not applicable,Y: Calendar and seasonally adjusted,_T: Total,Y_GE15: 15 years or over,_Z: Not applicable,Q: Quarterly,2026-Q1,59.14465,,A: Normal value,0: Units,1: One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_LF_WAP_Q(1.0),I,MEX: Mexico,LF_WAP: Labour force participation rate,PT_WAP_SUB: Percentage of working age population in the same subgroup,_Z: Not applicable,Y: Calendar and seasonally adjusted,_T: Total,Y_GE15: 15 years or over,_Z: Not applicable,Q: Quarterly,2026-Q2,59.10032,,A: Normal value,0: Units,1: One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_LF_WAP_Q(1.0),I,MEX: Mexico,LF_WAP: Labour force participation rate,PT_WAP_SUB: Percentage of working age population in the same subgroup,_Z: Not applicable,Y: Calendar and seasonally adjusted,M: Male,Y_GE15: 15 years or over,_Z: Not applicable,Q: Quarterly,2025-Q3,74.71316,,A: Normal value,0: Units,1: One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_LF_WAP_Q(1.0),I,MEX: Mexico,LF_WAP: Labour force participation rate,PT_WAP_SUB: Percentage of working age population in the same subgroup,_Z: Not applicable,Y: Calendar and seasonally adjusted,M: Male,Y_GE15: 15 years or over,_Z: Not applicable,Q: Quarterly,2025-Q4,74.53043,,A: Normal value,0: Units,1: One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_LF_WAP_Q(1.0),I,MEX: Mexico,LF_WAP: Labour force participation rate,PT_WAP_SUB: Percentage of working age population in the same subgroup,_Z: Not applicable,Y: Calendar and seasonally adjusted,M: Male,Y_GE15: 15 years or over,_Z: Not applicable,Q: Quarterly,2026-Q1,74.38367,,A: Normal value,0: Units,1: One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_LF_WAP_Q(1.0),I,MEX: Mexico,LF_WAP: Labour force participation rate,PT_WAP_SUB: Percentage of working age population in the same subgroup,_Z: Not applicable,Y: Calendar and seasonally adjusted,M: Male,Y_GE15: 15 years or over,_Z: Not applicable,Q: Quarterly,2026-Q2,74.15578,,A: Normal value,0: Units,1: One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_LF_WAP_Q(1.0),I,MEX: Mexico,LF_WAP: Labour force participation rate,PT_WAP_SUB: Percentage of working age population in the same subgroup,_Z: Not applicable,Y: Calendar and seasonally adjusted,F: Female,Y_GE15: 15 years or over,_Z: Not applicable,Q: Quarterly,2025-Q3,45.62937,,A: Normal value,0: Units,1: One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_LF_WAP_Q(1.0),I,MEX: Mexico,LF_WAP: Labour force participation rate,PT_WAP_SUB: Percentage of working age population in the same subgroup,_Z: Not applicable,Y: Calendar and seasonally adjusted,F: Female,Y_GE15: 15 years or over,_Z: Not applicable,Q: Quarterly,2025-Q4,45.48565,,A: Normal value,0: Units,1: One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_LF_WAP_Q(1.0),I,MEX: Mexico,LF_WAP: Labour force participation rate,PT_WAP_SUB: Percentage of working age population in the same subgroup,_Z: Not applicable,Y: Calendar and seasonally adjusted,F: Female,Y_GE15: 15 years or over,_Z: Not applicable,Q: Quarterly,2026-Q1,45.66449,,A: Normal value,0: Units,1: One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_LF_WAP_Q(1.0),I,MEX: Mexico,LF_WAP: Labour force participation rate,PT_WAP_SUB: Percentage of working age population in the same subgroup,_Z: Not applicable,Y: Calendar and seasonally adjusted,F: Female,Y_GE15: 15 years or over,_Z: Not applicable,Q: Quarterly,2026-Q2,45.77272,,A: Normal value,0: Units,1: One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_LF_WAP_Q(1.0),I,NZL: New Zealand,LF_WAP: Labour force participation rate,PT_WAP_SUB: Percentage of working age population in the same subgroup,_Z: Not applicable,Y: Calendar and seasonally adjusted,M: Male,Y_GE15: 15 years or over,_Z: Not applicable,Q: Quarterly,2026-Q1,74.4,,A: Normal value,0: Units,1: One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_LF_WAP_Q(1.0),I,NZL: New Zealand,LF_WAP: Labour force participation rate,PT_WAP_SUB: Percentage of working age population in the same subgroup,_Z: Not applicable,Y: Calendar and seasonally adjusted,F: Female,Y_GE15: 15 years or over,_Z: Not applicable,Q: Quarterly,2026-Q2,66.7,,A: Normal value,0: Units,1: One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_LF_WAP_Q(1.0),I,NZL: New Zealand,LF_WAP: Labour force participation rate,PT_WAP_SUB: Percentage of working age population in the same subgroup,_Z: Not applicable,Y: Calendar and seasonally adjusted,_T: Total,Y_GE15: 15 years or over,_Z: Not applicable,Q: Quarterly,2026-Q2,70.7,,A: Normal value,0: Units,1: One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_LF_WAP_Q(1.0),I,NZL: New Zealand,LF_WAP: Labour force participation rate,PT_WAP_SUB: Percentage of working age population in the same subgroup,_Z: Not applicable,Y: Calendar and seasonally adjusted,M: Male,Y_GE15: 15 years or over,_Z: Not applicable,Q: Quarterly,2026-Q2,74.7,,A: Normal value,0: Units,1: One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_LF_WAP_Q(1.0),I,KOR: Korea,LF_WAP: Labour force participation rate,PT_WAP_SUB: Percentage of working age population in the same subgroup,_Z: Not applicable,Y: Calendar and seasonally adjusted,_T: Total,Y_GE15: 15 years or over,_Z: Not applicable,Q: Quarterly,2026-Q2,64.40559,,A: Normal value,0: Units,1: One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_LF_WAP_Q(1.0),I,KOR: Korea,LF_WAP: Labour force participation rate,PT_WAP_SUB: Percentage of working age population in the same subgroup,_Z: Not applicable,Y: Calendar and seasonally adjusted,F: Female,Y_GE15: 15 years or over,_Z: Not applicable,Q: Quarterly,2026-Q2,56.82539,,A: Normal value,0: Units,1: One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_LF_WAP_Q(1.0),I,KOR: Korea,LF_WAP: Labour force participation rate,PT_WAP_SUB: Percentage of working age population in the same subgroup,_Z: Not applicable,Y: Calendar and seasonally adjusted,M: Male,Y_GE15: 15 years or over,_Z: Not applicable,Q: Quarterly,2026-Q2,72.17498,,A: Normal value,0: Units,1: One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_LF_WAP_Q(1.0),I,AUS: Australia,LF_WAP: Labour force participation rate,PT_WAP_SUB: Percentage of working age population in the same subgroup,_Z: Not applicable,Y: Calendar and seasonally adjusted,M: Male,Y_GE15: 15 years or over,_Z: Not applicable,Q: Quarterly,2026-Q1,70.68111,,A: Normal value,0: Units,1: One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_LF_WAP_Q(1.0),I,AUS: Australia,LF_WAP: Labour force participation rate,PT_WAP_SUB: Percentage of working age population in the same subgroup,_Z: Not applicable,Y: Calendar and seasonally adjusted,_T: Total,Y_GE15: 15 years or over,_Z: Not applicable,Q: Quarterly,2025-Q3,66.91019,,A: Normal value,0: Units,1: One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_LF_WAP_Q(1.0),I,AUS: Australia,LF_WAP: Labour force participation rate,PT_WAP_SUB: Percentage of working age population in the same subgroup,_Z: Not applicable,Y: Calendar and seasonally adjusted,_T: Total,Y_GE15: 15 years or over,_Z: Not applicable,Q: Quarterly,2025-Q4,66.73165,,A: Normal value,0: Units,1: One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_LF_WAP_Q(1.0),I,AUS: Australia,LF_WAP: Labour force participation rate,PT_WAP_SUB: Percentage of working age population in the same subgroup,_Z: Not applicable,Y: Calendar and seasonally adjusted,_T: Total,Y_GE15: 15 years or over,_Z: Not applicable,Q: Quarterly,2026-Q1,66.75973,,A: Normal value,0: Units,1: One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_LF_WAP_Q(1.0),I,AUS: Australia,LF_WAP: Labour force participation rate,PT_WAP_SUB: Percentage of working age population in the same subgroup,_Z: Not applicable,Y: Calendar and seasonally adjusted,_T: Total,Y_GE15: 15 years or over,_Z: Not applicable,Q: Quarterly,2026-Q2,66.79443,,A: Normal value,0: Units,1: One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_LF_WAP_Q(1.0),I,AUS: Australia,LF_WAP: Labour force participation rate,PT_WAP_SUB: Percentage of working age population in the same subgroup,_Z: Not applicable,Y: Calendar and seasonally adjusted,M: Male,Y_GE15: 15 years or over,_Z: Not applicable,Q: Quarterly,2025-Q3,70.65281,,A: Normal value,0: Units,1: One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_LF_WAP_Q(1.0),I,AUS: Australia,LF_WAP: Labour force participation rate,PT_WAP_SUB: Percentage of working age population in the same subgroup,_Z: Not applicable,Y: Calendar and seasonally adjusted,M: Male,Y_GE15: 15 years or over,_Z: Not applicable,Q: Quarterly,2025-Q4,70.61466,,A: Normal value,0: Units,1: One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_LF_WAP_Q(1.0),I,AUS: Australia,LF_WAP: Labour force participation rate,PT_WAP_SUB: Percentage of working age population in the same subgroup,_Z: Not applicable,Y: Calendar and seasonally adjusted,M: Male,Y_GE15: 15 years or over,_Z: Not applicable,Q: Quarterly,2026-Q2,70.73597,,A: Normal value,0: Units,1: One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_LF_WAP_Q(1.0),I,AUS: Australia,LF_WAP: Labour force participation rate,PT_WAP_SUB: Percentage of working age population in the same subgroup,_Z: Not applicable,Y: Calendar and seasonally adjusted,F: Female,Y_GE15: 15 years or over,_Z: Not applicable,Q: Quarterly,2025-Q3,63.28567,,A: Normal value,0: Units,1: One
